SettingID,CompanyID,SettingKey,SettingValue,Description,CreatedAt,UpdatedAt
SET-0466,COMP-0047,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0467,COMP-0047,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0468,COMP-0047,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0469,COMP-0047,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0470,COMP-0047,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0471,COMP-0048,CompanyName,Company 0048,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0472,COMP-0048,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0473,COMP-0048,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0474,COMP-0048,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0475,COMP-0048,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0476,COMP-0048,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0477,COMP-0048,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0478,COMP-0048,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0479,COMP-0048,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0480,COMP-0048,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0481,COMP-0049,CompanyName,Company 0049,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0482,COMP-0049,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0483,COMP-0049,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0484,COMP-0049,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0485,COMP-0049,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0486,COMP-0049,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0487,COMP-0049,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0488,COMP-0049,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0489,COMP-0049,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0490,COMP-0049,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0491,COMP-0050,CompanyName,Company 0050,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0492,COMP-0050,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0493,COMP-0050,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0494,COMP-0050,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0495,COMP-0050,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0496,COMP-0050,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0497,COMP-0050,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0498,COMP-0050,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0499,COMP-0050,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0500,COMP-0050,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
