MovementID,CompanyID,PartyID,PartyName,PartyType,FirstTransactionDate,LastTransactionDate,TotalSalesValue,TotalPurchaseValue,TransactionCount,DaysSinceLastTxn,Status,SalesPerson,City,State,CreatedAt,UpdatedAt
CMOV-0248,COMP-0016,PTY-0274,Amit Gupta Suppliers,Customer,2024-05-11,2024-06-26,502900,480000,7,-56,Active,Rajesh Kumar,Pune,Maharashtra,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0249,COMP-0016,PTY-0275,Priya Sharma Distributors,Supplier,2024-04-25,2024-06-21,0,887700,7,-51,Active,Unassigned,Delhi,Delhi,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0250,COMP-0016,PTY-0276,Neha Kumar Traders,Customer,2024-05-10,2024-06-15,324000,996000,7,-45,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0251,COMP-0016,PTY-0277,Rajesh Singh Distributors,Supplier,2024-06-06,2024-06-06,425000,0,2,-36,Active,Unassigned,Nagpur,Maharashtra,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0252,COMP-0016,PTY-0278,Priya Sharma Traders,Customer,2024-04-20,2024-06-25,124500,475000,5,-55,Active,Amit Shah,Surat,Gujarat,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0253,COMP-0016,PTY-0279,Priya Sharma Traders,Both,2024-04-06,2024-05-11,1382200,460000,6,-10,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-05-11 00:00:00,2024-05-01 08:00:00
CMOV-0254,COMP-0016,PTY-0280,Priya Patel Suppliers,Supplier,2024-06-24,2024-06-24,16000,0,2,-54,Active,Rajesh Kumar,Surat,Gujarat,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0255,COMP-0016,PTY-0281,Amit Sharma Traders,Both,2024-04-10,2024-05-12,412000,1078100,8,-11,Active,Unassigned,Ahmedabad,Gujarat,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0256,COMP-0016,PTY-0282,Rajesh Gupta Suppliers,Supplier,2024-04-19,2024-06-09,0,625000,4,-39,Active,Unassigned,Delhi,Delhi,2024-06-09 00:00:00,2024-05-01 08:00:00
CMOV-0257,COMP-0016,PTY-0283,Vikram Gupta Traders,Supplier,2024-04-04,2024-05-21,0,517000,3,-20,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-21 00:00:00,2024-05-01 08:00:00
CMOV-0258,COMP-0016,PTY-0284,Vikram Singh Suppliers,Supplier,2024-04-28,2024-05-18,7500,130000,2,-17,Active,Amit Shah,Ahmedabad,Gujarat,2024-05-18 00:00:00,2024-05-01 08:00:00
CMOV-0259,COMP-0016,PTY-0285,Amit Sharma Traders,Customer,2024-05-20,2024-06-03,295500,0,4,-33,Active,Unassigned,Mumbai,Maharashtra,2024-06-03 00:00:00,2024-05-01 08:00:00
CMOV-0260,COMP-0016,PTY-0286,Rajesh Gupta Traders,Customer,2024-04-05,2024-05-31,564900,165000,7,-30,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-31 00:00:00,2024-05-01 08:00:00
CMOV-0261,COMP-0016,PTY-0287,Rajesh Sharma Distributors,Customer,2024-05-29,2024-06-06,62000,0,2,-36,Active,Unassigned,Bangalore,Karnataka,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0262,COMP-0016,PTY-0288,Priya Patel Suppliers,Customer,2024-06-28,2024-06-28,139000,0,3,-58,Active,Rajesh Kumar,Delhi,Delhi,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0263,COMP-0016,PTY-0289,Amit Singh Suppliers,Both,2024-05-13,2024-06-26,2421500,0,9,-56,Active,Amit Shah,Mysore,Karnataka,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0264,COMP-0016,PTY-0290,Neha Patel Distributors,Supplier,2024-04-07,2024-06-16,386700,520700,8,-46,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0265,COMP-0017,PTY-0291,Priya Singh Distributors,Customer,2024-04-11,2024-06-16,449800,985000,6,-46,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0266,COMP-0017,PTY-0292,Vikram Gupta Traders,Both,2024-06-12,2024-06-12,0,201300,2,-42,Active,Amit Shah,Chennai,Tamil Nadu,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0267,COMP-0017,PTY-0293,Rajesh Sharma Traders,Both,2024-04-04,2024-06-12,137500,2330500,9,-42,Active,Amit Shah,Mumbai,Maharashtra,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0268,COMP-0017,PTY-0294,Amit Singh Traders,Customer,2024-06-13,2024-06-13,1005000,0,2,-43,Active,Amit Shah,Surat,Gujarat,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0269,COMP-0017,PTY-0295,Rajesh Singh Suppliers,Supplier,2024-05-14,2024-05-29,500500,0,4,-28,Active,Unassigned,Bangalore,Karnataka,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0270,COMP-0017,PTY-0296,Vikram Patel Distributors,Customer,2024-05-03,2024-05-03,0,62000,2,-2,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-03 00:00:00,2024-05-01 08:00:00
CMOV-0271,COMP-0017,PTY-0297,Vikram Patel Distributors,Both,2024-06-12,2024-06-12,0,240000,1,-42,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0272,COMP-0017,PTY-0298,Vikram Gupta Traders,Supplier,2024-04-25,2024-04-25,52500,0,2,6,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-04-25 00:00:00,2024-05-01 08:00:00
CMOV-0273,COMP-0017,PTY-0300,Rajesh Sharma Suppliers,Both,2024-05-01,2024-05-13,0,337500,4,-12,Active,Amit Shah,Mysore,Karnataka,2024-05-13 00:00:00,2024-05-01 08:00:00
CMOV-0274,COMP-0017,PTY-0302,Vikram Sharma Suppliers,Customer,2024-04-28,2024-04-28,850900,0,3,3,Active,Amit Shah,Pune,Maharashtra,2024-04-28 00:00:00,2024-05-01 08:00:00
CMOV-0275,COMP-0017,PTY-0303,Neha Kumar Traders,Both,2024-04-07,2024-05-14,608000,0,4,-13,Active,Rajesh Kumar,Pune,Maharashtra,2024-05-14 00:00:00,2024-05-01 08:00:00
CMOV-0276,COMP-0017,PTY-0304,Amit Patel Suppliers,Both,2024-05-14,2024-06-21,1301700,0,4,-51,Active,Amit Shah,Mysore,Karnataka,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0277,COMP-0017,PTY-0305,Priya Patel Suppliers,Customer,2024-05-20,2024-05-20,14000,0,1,-19,Active,Unassigned,Pune,Maharashtra,2024-05-20 00:00:00,2024-05-01 08:00:00
CMOV-0278,COMP-0017,PTY-0306,Amit Sharma Distributors,Customer,2024-05-05,2024-05-05,171300,0,2,-4,Active,Unassigned,Mumbai,Maharashtra,2024-05-05 00:00:00,2024-05-01 08:00:00
CMOV-0279,COMP-0017,PTY-0308,Vikram Kumar Suppliers,Customer,2024-04-15,2024-05-22,12900,0,2,-21,Active,Unassigned,Mysore,Karnataka,2024-05-22 00:00:00,2024-05-01 08:00:00
CMOV-0280,COMP-0017,PTY-0309,Vikram Gupta Traders,Both,2024-05-30,2024-05-30,0,260000,2,-29,Active,Amit Shah,Bangalore,Karnataka,2024-05-30 00:00:00,2024-05-01 08:00:00
CMOV-0281,COMP-0017,PTY-0310,Priya Gupta Traders,Supplier,2024-04-21,2024-05-12,0,385000,3,-11,Active,Unassigned,Surat,Gujarat,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0282,COMP-0017,PTY-0312,Rajesh Kumar Suppliers,Both,2024-04-29,2024-05-28,1293000,0,7,-27,Active,Unassigned,Ahmedabad,Gujarat,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0283,COMP-0017,PTY-0314,Rajesh Kumar Distributors,Both,2024-04-28,2024-06-08,6000,3500,2,-38,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0284,COMP-0018,PTY-0315,Vikram Singh Suppliers,Supplier,2024-04-02,2024-04-02,129000,0,2,29,Active,Unassigned,Pune,Maharashtra,2024-04-02 00:00:00,2024-05-01 08:00:00
CMOV-0285,COMP-0018,PTY-0316,Amit Singh Distributors,Supplier,2024-04-21,2024-05-29,1055000,366300,4,-28,Active,Unassigned,Mysore,Karnataka,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0286,COMP-0018,PTY-0317,Priya Kumar Distributors,Customer,2024-04-27,2024-04-27,115400,0,2,4,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-04-27 00:00:00,2024-05-01 08:00:00
CMOV-0287,COMP-0018,PTY-0318,Amit Gupta Traders,Customer,2024-04-27,2024-05-20,0,886900,5,-19,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-05-20 00:00:00,2024-05-01 08:00:00
CMOV-0288,COMP-0018,PTY-0319,Rajesh Singh Suppliers,Supplier,2024-04-01,2024-06-21,300000,0,6,-51,Active,Rajesh Kumar,Surat,Gujarat,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0289,COMP-0018,PTY-0320,Vikram Kumar Suppliers,Customer,2024-06-03,2024-06-03,0,55000,1,-33,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-06-03 00:00:00,2024-05-01 08:00:00
CMOV-0290,COMP-0018,PTY-0321,Rajesh Singh Traders,Customer,2024-05-12,2024-05-12,632500,0,3,-11,Active,Rajesh Kumar,Pune,Maharashtra,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0291,COMP-0018,PTY-0322,Amit Singh Traders,Both,2024-05-23,2024-06-27,701300,395000,5,-57,Active,Unassigned,Bangalore,Karnataka,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0292,COMP-0018,PTY-0323,Amit Singh Distributors,Both,2024-05-14,2024-05-28,0,355500,3,-27,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0293,COMP-0018,PTY-0325,Neha Singh Traders,Supplier,2024-04-22,2024-04-26,0,522300,6,5,Active,Unassigned,Delhi,Delhi,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0294,COMP-0018,PTY-0326,Vikram Patel Distributors,Customer,2024-04-24,2024-04-24,624000,0,2,7,Active,Amit Shah,Ahmedabad,Gujarat,2024-04-24 00:00:00,2024-05-01 08:00:00
CMOV-0295,COMP-0018,PTY-0327,Priya Singh Suppliers,Supplier,2024-04-14,2024-06-18,0,841000,4,-48,Active,Amit Shah,Delhi,Delhi,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0296,COMP-0018,PTY-0328,Amit Gupta Suppliers,Both,2024-06-07,2024-06-07,328500,0,2,-37,Active,Unassigned,Mysore,Karnataka,2024-06-07 00:00:00,2024-05-01 08:00:00
CMOV-0297,COMP-0018,PTY-0329,Rajesh Kumar Distributors,Both,2024-05-12,2024-05-12,0,785000,3,-11,Active,Amit Shah,Surat,Gujarat,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0298,COMP-0018,PTY-0330,Amit Singh Suppliers,Supplier,2024-04-03,2024-06-06,0,1445700,11,-36,Active,Unassigned,Surat,Gujarat,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0299,COMP-0018,PTY-0331,Rajesh Gupta Traders,Supplier,2024-05-05,2024-06-28,431000,135400,7,-58,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0300,COMP-0018,PTY-0332,Rajesh Patel Suppliers,Supplier,2024-04-22,2024-04-23,68200,0,3,8,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-04-23 00:00:00,2024-05-01 08:00:00
CMOV-0301,COMP-0018,PTY-0333,Rajesh Kumar Distributors,Supplier,2024-05-14,2024-05-14,40000,0,1,-13,Active,Unassigned,Delhi,Delhi,2024-05-14 00:00:00,2024-05-01 08:00:00
CMOV-0302,COMP-0018,PTY-0334,Amit Kumar Suppliers,Both,2024-05-20,2024-06-17,429900,0,5,-47,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-06-17 00:00:00,2024-05-01 08:00:00
CMOV-0303,COMP-0018,PTY-0335,Rajesh Gupta Suppliers,Customer,2024-04-20,2024-05-17,340500,110000,3,-16,Active,Amit Shah,Surat,Gujarat,2024-05-17 00:00:00,2024-05-01 08:00:00
CMOV-0304,COMP-0018,PTY-0336,Amit Patel Traders,Customer,2024-06-20,2024-06-20,0,564500,3,-50,Active,Rajesh Kumar,Delhi,Delhi,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0305,COMP-0019,PTY-0337,Neha Patel Distributors,Both,2024-05-08,2024-05-13,679600,0,6,-12,Active,Unassigned,Pune,Maharashtra,2024-05-13 00:00:00,2024-05-01 08:00:00
CMOV-0306,COMP-0019,PTY-0338,Rajesh Gupta Distributors,Customer,2024-04-16,2024-04-23,19200,350000,4,8,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-04-23 00:00:00,2024-05-01 08:00:00
CMOV-0307,COMP-0019,PTY-0339,Priya Sharma Distributors,Supplier,2024-05-07,2024-05-12,428100,0,6,-11,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0308,COMP-0019,PTY-0340,Priya Sharma Distributors,Both,2024-04-15,2024-04-15,42000,0,1,16,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-04-15 00:00:00,2024-05-01 08:00:00
CMOV-0309,COMP-0019,PTY-0341,Rajesh Singh Traders,Supplier,2024-05-01,2024-05-01,0,252000,1,0,Active,Unassigned,Mumbai,Maharashtra,2024-05-01 00:00:00,2024-05-01 08:00:00
CMOV-0310,COMP-0019,PTY-0342,Priya Singh Suppliers,Both,2024-04-01,2024-04-07,307000,179200,5,24,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-04-07 00:00:00,2024-05-01 08:00:00
CMOV-0311,COMP-0019,PTY-0343,Rajesh Sharma Suppliers,Both,2024-05-29,2024-05-29,0,372000,2,-28,Active,Unassigned,Nagpur,Maharashtra,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0312,COMP-0019,PTY-0344,Rajesh Singh Suppliers,Supplier,2024-05-10,2024-06-23,1376900,0,6,-53,Active,Unassigned,Surat,Gujarat,2024-06-23 00:00:00,2024-05-01 08:00:00
CMOV-0313,COMP-0019,PTY-0345,Vikram Kumar Traders,Customer,2024-04-06,2024-05-09,881000,0,5,-8,Active,Unassigned,Mumbai,Maharashtra,2024-05-09 00:00:00,2024-05-01 08:00:00
CMOV-0314,COMP-0019,PTY-0346,Priya Gupta Suppliers,Supplier,2024-04-23,2024-04-23,10500,0,1,8,Active,Amit Shah,Delhi,Delhi,2024-04-23 00:00:00,2024-05-01 08:00:00
CMOV-0315,COMP-0019,PTY-0347,Priya Kumar Distributors,Customer,2024-06-20,2024-06-20,0,10500,1,-50,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0316,COMP-0019,PTY-0348,Priya Gupta Suppliers,Both,2024-04-15,2024-06-25,442700,615900,7,-55,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0317,COMP-0019,PTY-0349,Priya Kumar Traders,Supplier,2024-04-20,2024-06-19,920000,260000,4,-49,Active,Rajesh Kumar,Pune,Maharashtra,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0318,COMP-0019,PTY-0350,Neha Gupta Suppliers,Both,2024-05-08,2024-05-08,0,363500,2,-7,Active,Unassigned,Chennai,Tamil Nadu,2024-05-08 00:00:00,2024-05-01 08:00:00
CMOV-0319,COMP-0019,PTY-0354,Rajesh Kumar Suppliers,Supplier,2024-06-21,2024-06-21,0,495500,3,-51,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0320,COMP-0019,PTY-0355,Vikram Gupta Distributors,Both,2024-04-24,2024-04-24,640000,0,3,7,Active,Unassigned,Chennai,Tamil Nadu,2024-04-24 00:00:00,2024-05-01 08:00:00
CMOV-0321,COMP-0019,PTY-0356,Vikram Gupta Distributors,Both,2024-04-09,2024-05-02,325000,6600,3,-1,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-05-02 00:00:00,2024-05-01 08:00:00
CMOV-0322,COMP-0019,PTY-0357,Rajesh Singh Distributors,Both,2024-04-16,2024-04-16,0,842700,2,15,Active,Rajesh Kumar,Delhi,Delhi,2024-04-16 00:00:00,2024-05-01 08:00:00
CMOV-0323,COMP-0019,PTY-0358,Priya Sharma Traders,Customer,2024-04-17,2024-05-31,1056500,279500,9,-30,Active,Amit Shah,Delhi,Delhi,2024-05-31 00:00:00,2024-05-01 08:00:00
CMOV-0324,COMP-0019,PTY-0359,Vikram Sharma Distributors,Both,2024-05-15,2024-06-02,485700,253800,8,-32,Active,Unassigned,Bangalore,Karnataka,2024-06-02 00:00:00,2024-05-01 08:00:00
CMOV-0325,COMP-0019,PTY-0360,Neha Patel Distributors,Both,2024-04-07,2024-06-22,0,472000,2,-52,Active,Unassigned,Bangalore,Karnataka,2024-06-22 00:00:00,2024-05-01 08:00:00
CMOV-0326,COMP-0020,PTY-0361,Neha Singh Distributors,Both,2024-05-02,2024-06-30,1330300,55000,7,-60,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0327,COMP-0020,PTY-0362,Vikram Singh Distributors,Both,2024-04-22,2024-06-02,526600,395000,6,-32,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-02 00:00:00,2024-05-01 08:00:00
CMOV-0328,COMP-0020,PTY-0363,Neha Gupta Traders,Supplier,2024-04-04,2024-06-24,793200,1094000,10,-54,Active,Unassigned,Mysore,Karnataka,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0329,COMP-0020,PTY-0364,Rajesh Patel Distributors,Supplier,2024-04-20,2024-06-25,1026300,468000,12,-55,Active,Amit Shah,Delhi,Delhi,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0330,COMP-0020,PTY-0365,Neha Sharma Distributors,Customer,2024-05-23,2024-05-23,339000,0,2,-22,Active,Unassigned,Delhi,Delhi,2024-05-23 00:00:00,2024-05-01 08:00:00
CMOV-0331,COMP-0020,PTY-0366,Neha Kumar Distributors,Both,2024-04-12,2024-04-16,600900,359000,5,15,Active,Rajesh Kumar,Surat,Gujarat,2024-04-16 00:00:00,2024-05-01 08:00:00
CMOV-0332,COMP-0020,PTY-0367,Neha Sharma Traders,Supplier,2024-06-24,2024-06-24,196800,0,2,-54,Active,Unassigned,Nagpur,Maharashtra,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0333,COMP-0020,PTY-0368,Vikram Gupta Traders,Both,2024-06-08,2024-06-23,123400,835000,7,-53,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-23 00:00:00,2024-05-01 08:00:00
CMOV-0334,COMP-0020,PTY-0369,Neha Sharma Suppliers,Supplier,2024-04-05,2024-06-30,112500,252700,7,-60,Active,Amit Shah,Bangalore,Karnataka,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0335,COMP-0020,PTY-0372,Amit Kumar Suppliers,Customer,2024-04-25,2024-05-10,275000,530000,6,-9,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-10 00:00:00,2024-05-01 08:00:00
CMOV-0336,COMP-0020,PTY-0374,Neha Gupta Suppliers,Both,2024-04-26,2024-06-27,388000,1125000,5,-57,Active,Unassigned,Ahmedabad,Gujarat,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0337,COMP-0020,PTY-0375,Vikram Sharma Distributors,Both,2024-04-13,2024-05-19,518500,0,4,-18,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-05-19 00:00:00,2024-05-01 08:00:00
CMOV-0338,COMP-0020,PTY-0376,Neha Sharma Distributors,Both,2024-05-16,2024-05-24,0,1311000,6,-23,Active,Amit Shah,Mumbai,Maharashtra,2024-05-24 00:00:00,2024-05-01 08:00:00
CMOV-0339,COMP-0020,PTY-0377,Priya Sharma Traders,Both,2024-04-04,2024-04-04,391000,0,2,27,Active,Rajesh Kumar,Surat,Gujarat,2024-04-04 00:00:00,2024-05-01 08:00:00
CMOV-0340,COMP-0020,PTY-0378,Rajesh Sharma Suppliers,Customer,2024-05-25,2024-06-20,385000,1185700,8,-50,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0341,COMP-0020,PTY-0380,Rajesh Gupta Suppliers,Customer,2024-04-06,2024-04-06,933000,0,3,25,Active,Amit Shah,Nagpur,Maharashtra,2024-04-06 00:00:00,2024-05-01 08:00:00
CMOV-0342,COMP-0020,PTY-0382,Priya Gupta Distributors,Supplier,2024-05-13,2024-05-28,30000,110000,3,-27,Active,Rajesh Kumar,Delhi,Delhi,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0343,COMP-0020,PTY-0383,Neha Patel Distributors,Customer,2024-05-02,2024-05-02,0,10500,1,-1,Active,Unassigned,Mumbai,Maharashtra,2024-05-02 00:00:00,2024-05-01 08:00:00
CMOV-0344,COMP-0021,PTY-0385,Priya Kumar Distributors,Both,2024-05-14,2024-05-14,0,265400,3,-13,Active,Unassigned,Delhi,Delhi,2024-05-14 00:00:00,2024-05-01 08:00:00
CMOV-0345,COMP-0021,PTY-0386,Rajesh Singh Distributors,Both,2024-06-16,2024-06-16,0,339800,3,-46,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0346,COMP-0021,PTY-0387,Vikram Kumar Suppliers,Supplier,2024-04-15,2024-04-15,935000,0,2,16,Active,Rajesh Kumar,Mysore,Karnataka,2024-04-15 00:00:00,2024-05-01 08:00:00
CMOV-0347,COMP-0021,PTY-0388,Vikram Patel Distributors,Supplier,2024-05-04,2024-05-04,339000,0,2,-3,Active,Amit Shah,Chennai,Tamil Nadu,2024-05-04 00:00:00,2024-05-01 08:00:00
CMOV-0348,COMP-0021,PTY-0390,Amit Singh Distributors,Both,2024-04-04,2024-06-29,1405000,0,6,-59,Active,Unassigned,Bangalore,Karnataka,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0349,COMP-0021,PTY-0391,Priya Singh Traders,Both,2024-04-15,2024-04-15,4500,0,1,16,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-04-15 00:00:00,2024-05-01 08:00:00
CMOV-0350,COMP-0021,PTY-0393,Priya Patel Traders,Supplier,2024-05-02,2024-05-12,635500,0,4,-11,Active,Rajesh Kumar,Pune,Maharashtra,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0351,COMP-0021,PTY-0394,Priya Sharma Traders,Supplier,2024-05-24,2024-05-24,385000,0,1,-23,Active,Amit Shah,Nagpur,Maharashtra,2024-05-24 00:00:00,2024-05-01 08:00:00
CMOV-0352,COMP-0021,PTY-0396,Priya Patel Suppliers,Supplier,2024-04-17,2024-04-17,34500,0,2,14,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-04-17 00:00:00,2024-05-01 08:00:00
CMOV-0353,COMP-0021,PTY-0397,Priya Patel Distributors,Both,2024-04-07,2024-06-19,761300,0,5,-49,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0354,COMP-0021,PTY-0398,Rajesh Patel Traders,Both,2024-04-05,2024-05-24,1480500,387000,9,-23,Active,Amit Shah,Mysore,Karnataka,2024-05-24 00:00:00,2024-05-01 08:00:00
CMOV-0355,COMP-0021,PTY-0399,Priya Sharma Distributors,Customer,2024-04-13,2024-06-29,385000,27500,6,-59,Active,Unassigned,Ahmedabad,Gujarat,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0356,COMP-0021,PTY-0400,Amit Sharma Distributors,Customer,2024-06-08,2024-06-16,65000,868600,4,-46,Active,Rajesh Kumar,Surat,Gujarat,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0357,COMP-0021,PTY-0401,Vikram Sharma Suppliers,Both,2024-04-14,2024-04-22,723600,8700,4,9,Active,Amit Shah,Surat,Gujarat,2024-04-22 00:00:00,2024-05-01 08:00:00
CMOV-0358,COMP-0021,PTY-0402,Neha Patel Distributors,Customer,2024-04-17,2024-06-16,779500,497000,6,-46,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0359,COMP-0021,PTY-0403,Priya Kumar Traders,Customer,2024-05-06,2024-06-16,1495000,375000,7,-46,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0360,COMP-0021,PTY-0404,Rajesh Patel Distributors,Both,2024-04-11,2024-06-20,1099500,0,4,-50,Active,Unassigned,Bangalore,Karnataka,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0361,COMP-0022,PTY-0406,Neha Sharma Suppliers,Both,2024-04-02,2024-05-03,10500,40000,2,-2,Active,Amit Shah,Bangalore,Karnataka,2024-05-03 00:00:00,2024-05-01 08:00:00
CMOV-0362,COMP-0022,PTY-0407,Vikram Singh Suppliers,Both,2024-05-20,2024-05-20,847000,4500,3,-19,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-20 00:00:00,2024-05-01 08:00:00
CMOV-0363,COMP-0022,PTY-0408,Neha Kumar Distributors,Both,2024-04-19,2024-06-09,168000,15900,5,-39,Active,Unassigned,Surat,Gujarat,2024-06-09 00:00:00,2024-05-01 08:00:00
CMOV-0364,COMP-0022,PTY-0409,Amit Sharma Traders,Both,2024-05-11,2024-06-13,50900,605000,5,-43,Active,Amit Shah,Surat,Gujarat,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0365,COMP-0022,PTY-0410,Rajesh Patel Traders,Customer,2024-04-04,2024-06-20,453000,185000,5,-50,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0366,COMP-0022,PTY-0411,Amit Singh Distributors,Customer,2024-04-06,2024-05-26,40000,998500,6,-25,Active,Amit Shah,Nagpur,Maharashtra,2024-05-26 00:00:00,2024-05-01 08:00:00
CMOV-0367,COMP-0022,PTY-0412,Neha Sharma Traders,Supplier,2024-04-09,2024-06-15,227900,549500,9,-45,Active,Rajesh Kumar,Surat,Gujarat,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0368,COMP-0022,PTY-0413,Neha Gupta Traders,Both,2024-04-13,2024-06-30,1090900,306500,7,-60,Active,Amit Shah,Chennai,Tamil Nadu,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0369,COMP-0022,PTY-0414,Rajesh Singh Suppliers,Both,2024-05-21,2024-05-21,0,425000,3,-20,Active,Unassigned,Mysore,Karnataka,2024-05-21 00:00:00,2024-05-01 08:00:00
CMOV-0370,COMP-0022,PTY-0415,Rajesh Sharma Distributors,Both,2024-04-02,2024-04-23,0,797700,4,8,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-04-23 00:00:00,2024-05-01 08:00:00
CMOV-0371,COMP-0022,PTY-0416,Amit Kumar Traders,Supplier,2024-04-12,2024-06-22,565300,0,4,-52,Active,Unassigned,Bangalore,Karnataka,2024-06-22 00:00:00,2024-05-01 08:00:00
