OrderID,CompanyID,OrderType,OrderNo,OrderDate,PartyID,ReferenceNo,ItemID,Qty,Rate,Amount,Status,ExpectedDate,Narration,CreatedAt,UpdatedAt,Version
ORD-0657,COMP-0023,Purchase Order,PO-000657,2024-06-27,PTY-0432,REF-000657,ITM-0008_COMP-0023,2,630,1260,Pending,2024-07-11,Purchase Order for Amit Patel Distributors,2024-06-27 00:00:00,2024-06-30 08:00:00,1
ORD-0658,COMP-0023,Purchase Order,PO-000658,2024-06-20,PTY-0429,REF-000658,ITM-0005_COMP-0023,10,38500,385000,Pending,2024-07-09,Purchase Order for Vikram Kumar Suppliers,2024-06-20 00:00:00,2024-06-30 08:00:00,1
ORD-0659,COMP-0023,Sales Order,SO-000659,2024-05-26,PTY-0444,REF-000659,ITM-0006_COMP-0023,3,3500,10500,Completed,2024-06-12,Sales Order for Neha Singh Traders,2024-05-26 00:00:00,2024-06-30 08:00:00,1
ORD-0660,COMP-0023,Purchase Order,PO-000660,2024-06-01,PTY-0439,REF-000660,ITM-0005_COMP-0023,4,38500,154000,Completed,2024-06-22,Purchase Order for Neha Kumar Suppliers,2024-06-01 00:00:00,2024-06-30 08:00:00,1
ORD-0661,COMP-0023,Sales Order,SO-000661,2024-04-11,PTY-0431,REF-000661,ITM-0009_COMP-0023,5,1500,7500,Completed,2024-05-04,Sales Order for Vikram Singh Suppliers,2024-04-11 00:00:00,2024-06-30 08:00:00,1
ORD-0662,COMP-0023,Purchase Order,PO-000662,2024-05-18,PTY-0423,REF-000662,ITM-0002_COMP-0023,9,38500,346500,Completed,2024-06-12,Purchase Order for Rajesh Gupta Traders,2024-05-18 00:00:00,2024-06-30 08:00:00,1
ORD-0663,COMP-0023,Purchase Order,PO-000663,2024-05-31,PTY-0432,REF-000663,ITM-0008_COMP-0023,10,630,6300,Completed,2024-06-28,Purchase Order for Amit Patel Distributors,2024-05-31 00:00:00,2024-06-30 08:00:00,1
ORD-0664,COMP-0023,Sales Order,SO-000664,2024-04-29,PTY-0429,REF-000664,ITM-0001_COMP-0023,1,65000,65000,Confirmed,2024-05-07,Sales Order for Vikram Kumar Suppliers,2024-04-29 00:00:00,2024-06-30 08:00:00,1
ORD-0665,COMP-0023,Purchase Order,PO-000665,2024-04-02,PTY-0430,REF-000665,ITM-0006_COMP-0023,2,2450,4900,Confirmed,2024-04-23,Purchase Order for Rajesh Kumar Distributors,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-0666,COMP-0023,Purchase Order,PO-000666,2024-05-12,PTY-0430,REF-000666,ITM-0001_COMP-0023,6,45500,273000,Completed,2024-06-11,Purchase Order for Rajesh Kumar Distributors,2024-05-12 00:00:00,2024-06-30 08:00:00,1
ORD-0667,COMP-0023,Sales Order,SO-000667,2024-06-13,PTY-0432,REF-000667,ITM-0005_COMP-0023,3,55000,165000,Confirmed,2024-06-29,Sales Order for Amit Patel Distributors,2024-06-13 00:00:00,2024-06-30 08:00:00,1
ORD-0668,COMP-0023,Purchase Order,PO-000668,2024-06-24,PTY-0424,REF-000668,ITM-0003_COMP-0023,4,29399,117596,Confirmed,2024-07-20,Purchase Order for Vikram Gupta Suppliers,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-0669,COMP-0023,Purchase Order,PO-000669,2024-04-08,PTY-0431,REF-000669,ITM-0004_COMP-0023,4,84000,336000,Completed,2024-04-26,Purchase Order for Vikram Singh Suppliers,2024-04-08 00:00:00,2024-06-30 08:00:00,1
ORD-0670,COMP-0023,Purchase Order,PO-000670,2024-04-25,PTY-0439,REF-000670,ITM-0006_COMP-0023,10,2450,24500,Completed,2024-05-23,Purchase Order for Neha Kumar Suppliers,2024-04-25 00:00:00,2024-06-30 08:00:00,1
ORD-0671,COMP-0023,Purchase Order,PO-000671,2024-06-13,PTY-0426,REF-000671,ITM-0009_COMP-0023,3,1050,3150,Completed,2024-07-13,Purchase Order for Amit Gupta Suppliers,2024-06-13 00:00:00,2024-06-30 08:00:00,1
ORD-0672,COMP-0024,Sales Order,SO-000672,2024-05-22,PTY-0464,REF-000672,ITM-0008_COMP-0024,9,900,8100,Completed,2024-06-13,Sales Order for Amit Gupta Traders,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-0673,COMP-0024,Purchase Order,PO-000673,2024-05-12,PTY-0459,REF-000673,ITM-0009_COMP-0024,3,1050,3150,Completed,2024-06-10,Purchase Order for Rajesh Gupta Distributors,2024-05-12 00:00:00,2024-06-30 08:00:00,1
ORD-0674,COMP-0024,Purchase Order,PO-000674,2024-04-25,PTY-0456,REF-000674,ITM-0004_COMP-0024,1,84000,84000,Cancelled,2024-05-20,Purchase Order for Neha Kumar Suppliers,2024-04-25 00:00:00,2024-06-30 08:00:00,1
ORD-0675,COMP-0024,Sales Order,SO-000675,2024-05-29,PTY-0464,REF-000675,ITM-0004_COMP-0024,7,120000,840000,Confirmed,2024-06-17,Sales Order for Amit Gupta Traders,2024-05-29 00:00:00,2024-06-30 08:00:00,1
ORD-0676,COMP-0024,Purchase Order,PO-000676,2024-06-12,PTY-0463,REF-000676,ITM-0008_COMP-0024,9,630,5670,Cancelled,2024-06-29,Purchase Order for Neha Kumar Suppliers,2024-06-12 00:00:00,2024-06-30 08:00:00,1
ORD-0677,COMP-0024,Sales Order,SO-000677,2024-04-02,PTY-0457,REF-000677,ITM-0005_COMP-0024,6,55000,330000,Pending,2024-04-30,Sales Order for Neha Kumar Traders,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-0678,COMP-0024,Sales Order,SO-000678,2024-06-30,PTY-0460,REF-000678,ITM-0003_COMP-0024,10,42000,420000,Cancelled,2024-07-30,Sales Order for Rajesh Sharma Suppliers,2024-06-30 00:00:00,2024-06-30 08:00:00,1
ORD-0679,COMP-0024,Sales Order,SO-000679,2024-04-04,PTY-0446,REF-000679,ITM-0008_COMP-0024,10,900,9000,Completed,2024-04-18,Sales Order for Priya Sharma Traders,2024-04-04 00:00:00,2024-06-30 08:00:00,1
ORD-0680,COMP-0024,Sales Order,SO-000680,2024-06-28,PTY-0460,REF-000680,ITM-0006_COMP-0024,3,3500,10500,Completed,2024-07-19,Sales Order for Rajesh Sharma Suppliers,2024-06-28 00:00:00,2024-06-30 08:00:00,1
ORD-0681,COMP-0024,Purchase Order,PO-000681,2024-05-15,PTY-0456,REF-000681,ITM-0004_COMP-0024,1,84000,84000,Completed,2024-06-01,Purchase Order for Neha Kumar Suppliers,2024-05-15 00:00:00,2024-06-30 08:00:00,1
ORD-0682,COMP-0024,Sales Order,SO-000682,2024-06-25,PTY-0459,REF-000682,ITM-0007_COMP-0024,8,10000,80000,Pending,2024-07-05,Sales Order for Rajesh Gupta Distributors,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0683,COMP-0024,Purchase Order,PO-000683,2024-05-27,PTY-0453,REF-000683,ITM-0009_COMP-0024,8,1050,8400,Confirmed,2024-06-08,Purchase Order for Amit Sharma Traders,2024-05-27 00:00:00,2024-06-30 08:00:00,1
ORD-0684,COMP-0024,Purchase Order,PO-000684,2024-06-21,PTY-0459,REF-000684,ITM-0002_COMP-0024,10,38500,385000,Completed,2024-07-15,Purchase Order for Rajesh Gupta Distributors,2024-06-21 00:00:00,2024-06-30 08:00:00,1
ORD-0685,COMP-0024,Purchase Order,PO-000685,2024-04-05,PTY-0445,REF-000685,ITM-0008_COMP-0024,6,630,3780,Confirmed,2024-05-04,Purchase Order for Priya Singh Distributors,2024-04-05 00:00:00,2024-06-30 08:00:00,1
ORD-0686,COMP-0024,Sales Order,SO-000686,2024-04-26,PTY-0459,REF-000686,ITM-0004_COMP-0024,7,120000,840000,Completed,2024-05-13,Sales Order for Rajesh Gupta Distributors,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-0687,COMP-0024,Sales Order,SO-000687,2024-06-01,PTY-0461,REF-000687,ITM-0009_COMP-0024,4,1500,6000,Cancelled,2024-06-27,Sales Order for Vikram Sharma Traders,2024-06-01 00:00:00,2024-06-30 08:00:00,1
ORD-0688,COMP-0024,Purchase Order,PO-000688,2024-04-05,PTY-0464,REF-000688,ITM-0001_COMP-0024,6,45500,273000,Completed,2024-04-14,Purchase Order for Amit Gupta Traders,2024-04-05 00:00:00,2024-06-30 08:00:00,1
ORD-0689,COMP-0024,Purchase Order,PO-000689,2024-04-06,PTY-0461,REF-000689,ITM-0007_COMP-0024,8,7000,56000,Pending,2024-04-18,Purchase Order for Vikram Sharma Traders,2024-04-06 00:00:00,2024-06-30 08:00:00,1
ORD-0690,COMP-0024,Sales Order,SO-000690,2024-04-17,PTY-0458,REF-000690,ITM-0007_COMP-0024,9,10000,90000,Completed,2024-05-01,Sales Order for Rajesh Gupta Traders,2024-04-17 00:00:00,2024-06-30 08:00:00,1
ORD-0691,COMP-0024,Sales Order,SO-000691,2024-04-04,PTY-0463,REF-000691,ITM-0009_COMP-0024,6,1500,9000,Confirmed,2024-04-18,Sales Order for Neha Kumar Suppliers,2024-04-04 00:00:00,2024-06-30 08:00:00,1
ORD-0692,COMP-0024,Sales Order,SO-000692,2024-06-11,PTY-0449,REF-000692,ITM-0005_COMP-0024,10,55000,550000,Confirmed,2024-06-23,Sales Order for Priya Singh Distributors,2024-06-11 00:00:00,2024-06-30 08:00:00,1
ORD-0693,COMP-0024,Purchase Order,PO-000693,2024-04-29,PTY-0447,REF-000693,ITM-0008_COMP-0024,4,630,2520,Completed,2024-05-06,Purchase Order for Amit Kumar Traders,2024-04-29 00:00:00,2024-06-30 08:00:00,1
ORD-0694,COMP-0024,Sales Order,SO-000694,2024-05-25,PTY-0447,REF-000694,ITM-0009_COMP-0024,6,1500,9000,Confirmed,2024-06-17,Sales Order for Amit Kumar Traders,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-0695,COMP-0024,Purchase Order,PO-000695,2024-05-23,PTY-0463,REF-000695,ITM-0009_COMP-0024,4,1050,4200,Completed,2024-06-12,Purchase Order for Neha Kumar Suppliers,2024-05-23 00:00:00,2024-06-30 08:00:00,1
ORD-0696,COMP-0024,Sales Order,SO-000696,2024-06-06,PTY-0461,REF-000696,ITM-0008_COMP-0024,3,900,2700,Completed,2024-06-19,Sales Order for Vikram Sharma Traders,2024-06-06 00:00:00,2024-06-30 08:00:00,1
ORD-0697,COMP-0024,Purchase Order,PO-000697,2024-05-25,PTY-0463,REF-000697,ITM-0007_COMP-0024,1,7000,7000,Completed,2024-06-13,Purchase Order for Neha Kumar Suppliers,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-0698,COMP-0024,Purchase Order,PO-000698,2024-05-18,PTY-0461,REF-000698,ITM-0006_COMP-0024,8,2450,19600,Completed,2024-06-01,Purchase Order for Vikram Sharma Traders,2024-05-18 00:00:00,2024-06-30 08:00:00,1
ORD-0699,COMP-0024,Purchase Order,PO-000699,2024-05-12,PTY-0447,REF-000699,ITM-0001_COMP-0024,6,45500,273000,Completed,2024-06-11,Purchase Order for Amit Kumar Traders,2024-05-12 00:00:00,2024-06-30 08:00:00,1
ORD-0700,COMP-0024,Purchase Order,PO-000700,2024-06-25,PTY-0457,REF-000700,ITM-0003_COMP-0024,6,29399,176394,Confirmed,2024-07-02,Purchase Order for Neha Kumar Traders,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0701,COMP-0024,Purchase Order,PO-000701,2024-04-23,PTY-0464,REF-000701,ITM-0009_COMP-0024,10,1050,10500,Completed,2024-05-23,Purchase Order for Amit Gupta Traders,2024-04-23 00:00:00,2024-06-30 08:00:00,1
ORD-0702,COMP-0024,Sales Order,SO-000702,2024-04-09,PTY-0458,REF-000702,ITM-0006_COMP-0024,9,3500,31500,Confirmed,2024-04-30,Sales Order for Rajesh Gupta Traders,2024-04-09 00:00:00,2024-06-30 08:00:00,1
ORD-0703,COMP-0024,Purchase Order,PO-000703,2024-05-14,PTY-0459,REF-000703,ITM-0005_COMP-0024,6,38500,231000,Completed,2024-06-05,Purchase Order for Rajesh Gupta Distributors,2024-05-14 00:00:00,2024-06-30 08:00:00,1
ORD-0704,COMP-0024,Sales Order,SO-000704,2024-04-06,PTY-0451,REF-000704,ITM-0005_COMP-0024,2,55000,110000,Completed,2024-04-13,Sales Order for Neha Patel Traders,2024-04-06 00:00:00,2024-06-30 08:00:00,1
ORD-0705,COMP-0024,Purchase Order,PO-000705,2024-04-11,PTY-0445,REF-000705,ITM-0008_COMP-0024,5,630,3150,Confirmed,2024-05-06,Purchase Order for Priya Singh Distributors,2024-04-11 00:00:00,2024-06-30 08:00:00,1
ORD-0706,COMP-0024,Purchase Order,PO-000706,2024-05-22,PTY-0445,REF-000706,ITM-0009_COMP-0024,2,1050,2100,Completed,2024-06-11,Purchase Order for Priya Singh Distributors,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-0707,COMP-0024,Sales Order,SO-000707,2024-04-15,PTY-0458,REF-000707,ITM-0006_COMP-0024,7,3500,24500,Pending,2024-05-05,Sales Order for Rajesh Gupta Traders,2024-04-15 00:00:00,2024-06-30 08:00:00,1
ORD-0708,COMP-0024,Purchase Order,PO-000708,2024-06-22,PTY-0445,REF-000708,ITM-0005_COMP-0024,8,38500,308000,Completed,2024-07-20,Purchase Order for Priya Singh Distributors,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-0709,COMP-0024,Sales Order,SO-000709,2024-04-06,PTY-0447,REF-000709,ITM-0005_COMP-0024,6,55000,330000,Confirmed,2024-04-30,Sales Order for Amit Kumar Traders,2024-04-06 00:00:00,2024-06-30 08:00:00,1
ORD-0710,COMP-0024,Sales Order,SO-000710,2024-06-22,PTY-0451,REF-000710,ITM-0008_COMP-0024,1,900,900,Completed,2024-07-11,Sales Order for Neha Patel Traders,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-0711,COMP-0025,Sales Order,SO-000711,2024-06-19,PTY-0476,REF-000711,ITM-0005_COMP-0025,10,55000,550000,Completed,2024-07-05,Sales Order for Priya Gupta Traders,2024-06-19 00:00:00,2024-06-30 08:00:00,1
ORD-0712,COMP-0025,Purchase Order,PO-000712,2024-05-13,PTY-0473,REF-000712,ITM-0009_COMP-0025,1,1050,1050,Confirmed,2024-06-10,Purchase Order for Priya Gupta Distributors,2024-05-13 00:00:00,2024-06-30 08:00:00,1
ORD-0713,COMP-0025,Purchase Order,PO-000713,2024-06-23,PTY-0470,REF-000713,ITM-0009_COMP-0025,4,1050,4200,Confirmed,2024-07-12,Purchase Order for Vikram Gupta Distributors,2024-06-23 00:00:00,2024-06-30 08:00:00,1
ORD-0714,COMP-0025,Sales Order,SO-000714,2024-04-18,PTY-0470,REF-000714,ITM-0006_COMP-0025,6,3500,21000,Cancelled,2024-05-11,Sales Order for Vikram Gupta Distributors,2024-04-18 00:00:00,2024-06-30 08:00:00,1
ORD-0715,COMP-0025,Purchase Order,PO-000715,2024-04-13,PTY-0466,REF-000715,ITM-0009_COMP-0025,4,1050,4200,Confirmed,2024-04-27,Purchase Order for Amit Sharma Traders,2024-04-13 00:00:00,2024-06-30 08:00:00,1
ORD-0716,COMP-0025,Sales Order,SO-000716,2024-05-08,PTY-0470,REF-000716,ITM-0005_COMP-0025,10,55000,550000,Completed,2024-06-04,Sales Order for Vikram Gupta Distributors,2024-05-08 00:00:00,2024-06-30 08:00:00,1
ORD-0717,COMP-0025,Purchase Order,PO-000717,2024-05-23,PTY-0470,REF-000717,ITM-0001_COMP-0025,1,45500,45500,Pending,2024-06-22,Purchase Order for Vikram Gupta Distributors,2024-05-23 00:00:00,2024-06-30 08:00:00,1
ORD-0718,COMP-0025,Sales Order,SO-000718,2024-05-16,PTY-0465,REF-000718,ITM-0005_COMP-0025,9,55000,495000,Completed,2024-06-09,Sales Order for Vikram Patel Distributors,2024-05-16 00:00:00,2024-06-30 08:00:00,1
ORD-0719,COMP-0025,Purchase Order,PO-000719,2024-05-24,PTY-0469,REF-000719,ITM-0006_COMP-0025,2,2450,4900,Pending,2024-06-09,Purchase Order for Priya Kumar Distributors,2024-05-24 00:00:00,2024-06-30 08:00:00,1
ORD-0720,COMP-0025,Purchase Order,PO-000720,2024-06-13,PTY-0467,REF-000720,ITM-0008_COMP-0025,1,630,630,Completed,2024-07-08,Purchase Order for Vikram Sharma Traders,2024-06-13 00:00:00,2024-06-30 08:00:00,1
ORD-0721,COMP-0025,Sales Order,SO-000721,2024-05-28,PTY-0467,REF-000721,ITM-0008_COMP-0025,1,900,900,Completed,2024-06-22,Sales Order for Vikram Sharma Traders,2024-05-28 00:00:00,2024-06-30 08:00:00,1
ORD-0722,COMP-0025,Purchase Order,PO-000722,2024-04-15,PTY-0474,REF-000722,ITM-0009_COMP-0025,9,1050,9450,Confirmed,2024-04-25,Purchase Order for Amit Sharma Distributors,2024-04-15 00:00:00,2024-06-30 08:00:00,1
ORD-0723,COMP-0025,Sales Order,SO-000723,2024-04-03,PTY-0470,REF-000723,ITM-0007_COMP-0025,10,10000,100000,Completed,2024-04-13,Sales Order for Vikram Gupta Distributors,2024-04-03 00:00:00,2024-06-30 08:00:00,1
ORD-0724,COMP-0025,Sales Order,SO-000724,2024-06-10,PTY-0471,REF-000724,ITM-0001_COMP-0025,2,65000,130000,Confirmed,2024-06-29,Sales Order for Priya Kumar Suppliers,2024-06-10 00:00:00,2024-06-30 08:00:00,1
ORD-0725,COMP-0025,Purchase Order,PO-000725,2024-05-04,PTY-0474,REF-000725,ITM-0003_COMP-0025,6,29399,176394,Confirmed,2024-05-25,Purchase Order for Amit Sharma Distributors,2024-05-04 00:00:00,2024-06-30 08:00:00,1
ORD-0726,COMP-0025,Purchase Order,PO-000726,2024-04-20,PTY-0470,REF-000726,ITM-0007_COMP-0025,2,7000,14000,Confirmed,2024-05-01,Purchase Order for Vikram Gupta Distributors,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-0727,COMP-0025,Purchase Order,PO-000727,2024-06-15,PTY-0474,REF-000727,ITM-0003_COMP-0025,3,29399,88197,Confirmed,2024-07-10,Purchase Order for Amit Sharma Distributors,2024-06-15 00:00:00,2024-06-30 08:00:00,1
ORD-0728,COMP-0025,Purchase Order,PO-000728,2024-06-03,PTY-0475,REF-000728,ITM-0005_COMP-0025,6,38500,231000,Completed,2024-06-11,Purchase Order for Vikram Singh Distributors,2024-06-03 00:00:00,2024-06-30 08:00:00,1
ORD-0729,COMP-0025,Purchase Order,PO-000729,2024-06-20,PTY-0467,REF-000729,ITM-0008_COMP-0025,4,630,2520,Confirmed,2024-07-17,Purchase Order for Vikram Sharma Traders,2024-06-20 00:00:00,2024-06-30 08:00:00,1
ORD-0730,COMP-0025,Purchase Order,PO-000730,2024-05-14,PTY-0467,REF-000730,ITM-0007_COMP-0025,1,7000,7000,Confirmed,2024-05-29,Purchase Order for Vikram Sharma Traders,2024-05-14 00:00:00,2024-06-30 08:00:00,1
ORD-0731,COMP-0025,Purchase Order,PO-000731,2024-04-11,PTY-0472,REF-000731,ITM-0008_COMP-0025,2,630,1260,Confirmed,2024-05-01,Purchase Order for Priya Gupta Suppliers,2024-04-11 00:00:00,2024-06-30 08:00:00,1
ORD-0732,COMP-0025,Purchase Order,PO-000732,2024-05-04,PTY-0467,REF-000732,ITM-0006_COMP-0025,3,2450,7350,Confirmed,2024-05-24,Purchase Order for Vikram Sharma Traders,2024-05-04 00:00:00,2024-06-30 08:00:00,1
ORD-0733,COMP-0025,Sales Order,SO-000733,2024-05-15,PTY-0476,REF-000733,ITM-0005_COMP-0025,6,55000,330000,Pending,2024-05-30,Sales Order for Priya Gupta Traders,2024-05-15 00:00:00,2024-06-30 08:00:00,1
ORD-0734,COMP-0025,Sales Order,SO-000734,2024-06-26,PTY-0469,REF-000734,ITM-0008_COMP-0025,9,900,8100,Confirmed,2024-07-04,Sales Order for Priya Kumar Distributors,2024-06-26 00:00:00,2024-06-30 08:00:00,1
ORD-0735,COMP-0025,Purchase Order,PO-000735,2024-06-04,PTY-0474,REF-000735,ITM-0003_COMP-0025,1,29399,29399,Confirmed,2024-06-30,Purchase Order for Amit Sharma Distributors,2024-06-04 00:00:00,2024-06-30 08:00:00,1
ORD-0736,COMP-0025,Sales Order,SO-000736,2024-06-10,PTY-0478,REF-000736,ITM-0004_COMP-0025,10,120000,1200000,Cancelled,2024-06-29,Sales Order for Rajesh Singh Distributors,2024-06-10 00:00:00,2024-06-30 08:00:00,1
ORD-0737,COMP-0025,Purchase Order,PO-000737,2024-04-22,PTY-0469,REF-000737,ITM-0008_COMP-0025,7,630,4410,Completed,2024-04-29,Purchase Order for Priya Kumar Distributors,2024-04-22 00:00:00,2024-06-30 08:00:00,1
ORD-0738,COMP-0025,Purchase Order,PO-000738,2024-06-02,PTY-0467,REF-000738,ITM-0005_COMP-0025,7,38500,269500,Completed,2024-06-17,Purchase Order for Vikram Sharma Traders,2024-06-02 00:00:00,2024-06-30 08:00:00,1
ORD-0739,COMP-0025,Sales Order,SO-000739,2024-05-05,PTY-0468,REF-000739,ITM-0007_COMP-0025,2,10000,20000,Confirmed,2024-05-18,Sales Order for Neha Sharma Distributors,2024-05-05 00:00:00,2024-06-30 08:00:00,1
ORD-0740,COMP-0025,Sales Order,SO-000740,2024-05-07,PTY-0471,REF-000740,ITM-0006_COMP-0025,6,3500,21000,Pending,2024-05-26,Sales Order for Priya Kumar Suppliers,2024-05-07 00:00:00,2024-06-30 08:00:00,1
ORD-0741,COMP-0025,Sales Order,SO-000741,2024-04-26,PTY-0476,REF-000741,ITM-0003_COMP-0025,2,42000,84000,Completed,2024-05-09,Sales Order for Priya Gupta Traders,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-0742,COMP-0025,Purchase Order,PO-000742,2024-04-16,PTY-0473,REF-000742,ITM-0002_COMP-0025,1,38500,38500,Completed,2024-05-11,Purchase Order for Priya Gupta Distributors,2024-04-16 00:00:00,2024-06-30 08:00:00,1
ORD-0743,COMP-0025,Sales Order,SO-000743,2024-05-05,PTY-0471,REF-000743,ITM-0003_COMP-0025,8,42000,336000,Pending,2024-05-22,Sales Order for Priya Kumar Suppliers,2024-05-05 00:00:00,2024-06-30 08:00:00,1
ORD-0744,COMP-0025,Sales Order,SO-000744,2024-05-22,PTY-0470,REF-000744,ITM-0009_COMP-0025,3,1500,4500,Pending,2024-06-20,Sales Order for Vikram Gupta Distributors,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-0745,COMP-0025,Purchase Order,PO-000745,2024-04-21,PTY-0467,REF-000745,ITM-0003_COMP-0025,7,29399,205793,Confirmed,2024-05-04,Purchase Order for Vikram Sharma Traders,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-0746,COMP-0025,Sales Order,SO-000746,2024-04-05,PTY-0469,REF-000746,ITM-0008_COMP-0025,9,900,8100,Completed,2024-04-15,Sales Order for Priya Kumar Distributors,2024-04-05 00:00:00,2024-06-30 08:00:00,1
ORD-0747,COMP-0025,Sales Order,SO-000747,2024-05-02,PTY-0476,REF-000747,ITM-0008_COMP-0025,3,900,2700,Confirmed,2024-05-23,Sales Order for Priya Gupta Traders,2024-05-02 00:00:00,2024-06-30 08:00:00,1
ORD-0748,COMP-0025,Purchase Order,PO-000748,2024-04-20,PTY-0469,REF-000748,ITM-0008_COMP-0025,8,630,5040,Confirmed,2024-05-20,Purchase Order for Priya Kumar Distributors,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-0749,COMP-0026,Purchase Order,PO-000749,2024-05-26,PTY-0492,REF-000749,ITM-0009_COMP-0026,2,1050,2100,Completed,2024-06-20,Purchase Order for Neha Gupta Traders,2024-05-26 00:00:00,2024-06-30 08:00:00,1
ORD-0750,COMP-0026,Purchase Order,PO-000750,2024-05-08,PTY-0492,REF-000750,ITM-0008_COMP-0026,8,630,5040,Completed,2024-05-24,Purchase Order for Neha Gupta Traders,2024-05-08 00:00:00,2024-06-30 08:00:00,1
ORD-0751,COMP-0026,Purchase Order,PO-000751,2024-04-20,PTY-0486,REF-000751,ITM-0004_COMP-0026,2,84000,168000,Confirmed,2024-05-03,Purchase Order for Rajesh Patel Traders,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-0752,COMP-0026,Purchase Order,PO-000752,2024-05-15,PTY-0484,REF-000752,ITM-0007_COMP-0026,7,7000,49000,Confirmed,2024-06-07,Purchase Order for Neha Patel Distributors,2024-05-15 00:00:00,2024-06-30 08:00:00,1
ORD-0753,COMP-0026,Sales Order,SO-000753,2024-06-17,PTY-0494,REF-000753,ITM-0006_COMP-0026,4,3500,14000,Completed,2024-07-06,Sales Order for Priya Patel Traders,2024-06-17 00:00:00,2024-06-30 08:00:00,1
ORD-0754,COMP-0026,Sales Order,SO-000754,2024-05-27,PTY-0484,REF-000754,ITM-0001_COMP-0026,4,65000,260000,Confirmed,2024-06-05,Sales Order for Neha Patel Distributors,2024-05-27 00:00:00,2024-06-30 08:00:00,1
ORD-0755,COMP-0026,Sales Order,SO-000755,2024-04-27,PTY-0490,REF-000755,ITM-0008_COMP-0026,10,900,9000,Confirmed,2024-05-04,Sales Order for Rajesh Singh Distributors,2024-04-27 00:00:00,2024-06-30 08:00:00,1
ORD-0756,COMP-0026,Sales Order,SO-000756,2024-05-09,PTY-0485,REF-000756,ITM-0009_COMP-0026,9,1500,13500,Confirmed,2024-05-23,Sales Order for Neha Patel Distributors,2024-05-09 00:00:00,2024-06-30 08:00:00,1
ORD-0757,COMP-0026,Purchase Order,PO-000757,2024-04-14,PTY-0496,REF-000757,ITM-0002_COMP-0026,9,38500,346500,Pending,2024-04-21,Purchase Order for Amit Kumar Distributors,2024-04-14 00:00:00,2024-06-30 08:00:00,1
ORD-0758,COMP-0026,Purchase Order,PO-000758,2024-05-22,PTY-0492,REF-000758,ITM-0001_COMP-0026,3,45500,136500,Confirmed,2024-06-05,Purchase Order for Neha Gupta Traders,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-0759,COMP-0026,Sales Order,SO-000759,2024-06-08,PTY-0482,REF-000759,ITM-0004_COMP-0026,9,120000,1080000,Completed,2024-07-01,Sales Order for Priya Sharma Traders,2024-06-08 00:00:00,2024-06-30 08:00:00,1
ORD-0760,COMP-0026,Purchase Order,PO-000760,2024-06-18,PTY-0485,REF-000760,ITM-0002_COMP-0026,2,38500,77000,Confirmed,2024-07-06,Purchase Order for Neha Patel Distributors,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-0761,COMP-0026,Sales Order,SO-000761,2024-06-25,PTY-0493,REF-000761,ITM-0008_COMP-0026,9,900,8100,Confirmed,2024-07-05,Sales Order for Priya Sharma Distributors,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0762,COMP-0026,Purchase Order,PO-000762,2024-05-02,PTY-0496,REF-000762,ITM-0002_COMP-0026,6,38500,231000,Completed,2024-05-27,Purchase Order for Amit Kumar Distributors,2024-05-02 00:00:00,2024-06-30 08:00:00,1
ORD-0763,COMP-0026,Purchase Order,PO-000763,2024-04-03,PTY-0496,REF-000763,ITM-0007_COMP-0026,1,7000,7000,Confirmed,2024-04-26,Purchase Order for Amit Kumar Distributors,2024-04-03 00:00:00,2024-06-30 08:00:00,1
ORD-0764,COMP-0026,Sales Order,SO-000764,2024-04-24,PTY-0497,REF-000764,ITM-0007_COMP-0026,6,10000,60000,Confirmed,2024-05-02,Sales Order for Rajesh Sharma Distributors,2024-04-24 00:00:00,2024-06-30 08:00:00,1
ORD-0765,COMP-0026,Sales Order,SO-000765,2024-04-05,PTY-0488,REF-000765,ITM-0003_COMP-0026,3,42000,126000,Completed,2024-04-21,Sales Order for Neha Patel Distributors,2024-04-05 00:00:00,2024-06-30 08:00:00,1
