LogID,CompanyID,ReminderType,ReferenceID,Message,Status,SentAt,CreatedAt
REM-0366,COMP-0043,LowStock,REF-0366,Low stock alert for items below reorder level - REF-0366,Failed,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0367,COMP-0044,ExpiryAlert,REF-0367,Expiry alert for batch items nearing expiry - REF-0367,Failed,2024-06-23 00:00:00,2024-06-23 00:00:00
REM-0368,COMP-0044,PaymentDue,REF-0368,Payment reminder for outstanding invoices - REF-0368,Failed,2024-05-19 00:00:00,2024-05-19 00:00:00
REM-0369,COMP-0044,LowStock,REF-0369,Low stock alert for items below reorder level - REF-0369,Sent,2024-04-13 00:00:00,2024-04-13 00:00:00
REM-0370,COMP-0044,ExpiryAlert,REF-0370,Expiry alert for batch items nearing expiry - REF-0370,Sent,2024-04-03 00:00:00,2024-04-03 00:00:00
REM-0371,COMP-0044,LowStock,REF-0371,Low stock alert for items below reorder level - REF-0371,Pending,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0372,COMP-0044,ExpiryAlert,REF-0372,Expiry alert for batch items nearing expiry - REF-0372,Failed,2024-05-03 00:00:00,2024-05-03 00:00:00
REM-0373,COMP-0044,CustomerInactive,REF-0373,Customer inactivity alert - REF-0373,Sent,2024-04-26 00:00:00,2024-04-26 00:00:00
REM-0374,COMP-0044,CustomerInactive,REF-0374,Customer inactivity alert - REF-0374,Sent,2024-04-12 00:00:00,2024-04-12 00:00:00
REM-0375,COMP-0044,LowStock,REF-0375,Low stock alert for items below reorder level - REF-0375,Sent,2024-06-13 00:00:00,2024-06-13 00:00:00
REM-0376,COMP-0044,ExpiryAlert,REF-0376,Expiry alert for batch items nearing expiry - REF-0376,Pending,2024-06-20 00:00:00,2024-06-20 00:00:00
REM-0377,COMP-0045,LowStock,REF-0377,Low stock alert for items below reorder level - REF-0377,Pending,2024-05-27 00:00:00,2024-05-27 00:00:00
REM-0378,COMP-0045,ExpiryAlert,REF-0378,Expiry alert for batch items nearing expiry - REF-0378,Failed,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0379,COMP-0045,CustomerInactive,REF-0379,Customer inactivity alert - REF-0379,Pending,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0380,COMP-0045,PaymentDue,REF-0380,Payment reminder for outstanding invoices - REF-0380,Failed,2024-04-26 00:00:00,2024-04-26 00:00:00
REM-0381,COMP-0045,PaymentDue,REF-0381,Payment reminder for outstanding invoices - REF-0381,Sent,2024-05-21 00:00:00,2024-05-21 00:00:00
REM-0382,COMP-0046,PaymentDue,REF-0382,Payment reminder for outstanding invoices - REF-0382,Failed,2024-05-18 00:00:00,2024-05-18 00:00:00
REM-0383,COMP-0046,ExpiryAlert,REF-0383,Expiry alert for batch items nearing expiry - REF-0383,Sent,2024-04-30 00:00:00,2024-04-30 00:00:00
REM-0384,COMP-0046,ExpiryAlert,REF-0384,Expiry alert for batch items nearing expiry - REF-0384,Pending,2024-06-26 00:00:00,2024-06-26 00:00:00
REM-0385,COMP-0046,CustomerInactive,REF-0385,Customer inactivity alert - REF-0385,Failed,2024-04-20 00:00:00,2024-04-20 00:00:00
REM-0386,COMP-0046,ExpiryAlert,REF-0386,Expiry alert for batch items nearing expiry - REF-0386,Sent,2024-06-13 00:00:00,2024-06-13 00:00:00
REM-0387,COMP-0046,LowStock,REF-0387,Low stock alert for items below reorder level - REF-0387,Pending,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0388,COMP-0046,CustomerInactive,REF-0388,Customer inactivity alert - REF-0388,Failed,2024-04-12 00:00:00,2024-04-12 00:00:00
REM-0389,COMP-0047,CustomerInactive,REF-0389,Customer inactivity alert - REF-0389,Failed,2024-06-12 00:00:00,2024-06-12 00:00:00
REM-0390,COMP-0047,ExpiryAlert,REF-0390,Expiry alert for batch items nearing expiry - REF-0390,Pending,2024-05-04 00:00:00,2024-05-04 00:00:00
REM-0391,COMP-0047,ExpiryAlert,REF-0391,Expiry alert for batch items nearing expiry - REF-0391,Failed,2024-06-17 00:00:00,2024-06-17 00:00:00
REM-0392,COMP-0047,ExpiryAlert,REF-0392,Expiry alert for batch items nearing expiry - REF-0392,Pending,2024-06-19 00:00:00,2024-06-19 00:00:00
REM-0393,COMP-0047,PaymentDue,REF-0393,Payment reminder for outstanding invoices - REF-0393,Sent,2024-06-04 00:00:00,2024-06-04 00:00:00
REM-0394,COMP-0047,LowStock,REF-0394,Low stock alert for items below reorder level - REF-0394,Failed,2024-05-28 00:00:00,2024-05-28 00:00:00
REM-0395,COMP-0047,CustomerInactive,REF-0395,Customer inactivity alert - REF-0395,Failed,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0396,COMP-0047,LowStock,REF-0396,Low stock alert for items below reorder level - REF-0396,Pending,2024-05-07 00:00:00,2024-05-07 00:00:00
REM-0397,COMP-0047,LowStock,REF-0397,Low stock alert for items below reorder level - REF-0397,Sent,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0398,COMP-0048,ExpiryAlert,REF-0398,Expiry alert for batch items nearing expiry - REF-0398,Sent,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0399,COMP-0048,LowStock,REF-0399,Low stock alert for items below reorder level - REF-0399,Failed,2024-04-21 00:00:00,2024-04-21 00:00:00
REM-0400,COMP-0048,CustomerInactive,REF-0400,Customer inactivity alert - REF-0400,Failed,2024-04-27 00:00:00,2024-04-27 00:00:00
REM-0401,COMP-0048,CustomerInactive,REF-0401,Customer inactivity alert - REF-0401,Pending,2024-04-17 00:00:00,2024-04-17 00:00:00
REM-0402,COMP-0048,CustomerInactive,REF-0402,Customer inactivity alert - REF-0402,Pending,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0403,COMP-0048,PaymentDue,REF-0403,Payment reminder for outstanding invoices - REF-0403,Failed,2024-05-05 00:00:00,2024-05-05 00:00:00
REM-0404,COMP-0048,PaymentDue,REF-0404,Payment reminder for outstanding invoices - REF-0404,Pending,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0405,COMP-0049,ExpiryAlert,REF-0405,Expiry alert for batch items nearing expiry - REF-0405,Sent,2024-05-14 00:00:00,2024-05-14 00:00:00
REM-0406,COMP-0049,LowStock,REF-0406,Low stock alert for items below reorder level - REF-0406,Failed,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0407,COMP-0049,LowStock,REF-0407,Low stock alert for items below reorder level - REF-0407,Failed,2024-05-19 00:00:00,2024-05-19 00:00:00
REM-0408,COMP-0049,PaymentDue,REF-0408,Payment reminder for outstanding invoices - REF-0408,Sent,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0409,COMP-0049,PaymentDue,REF-0409,Payment reminder for outstanding invoices - REF-0409,Sent,2024-05-15 00:00:00,2024-05-15 00:00:00
REM-0410,COMP-0049,LowStock,REF-0410,Low stock alert for items below reorder level - REF-0410,Failed,2024-06-30 00:00:00,2024-06-30 00:00:00
REM-0411,COMP-0049,LowStock,REF-0411,Low stock alert for items below reorder level - REF-0411,Sent,2024-06-17 00:00:00,2024-06-17 00:00:00
REM-0412,COMP-0049,ExpiryAlert,REF-0412,Expiry alert for batch items nearing expiry - REF-0412,Failed,2024-06-01 00:00:00,2024-06-01 00:00:00
REM-0413,COMP-0049,ExpiryAlert,REF-0413,Expiry alert for batch items nearing expiry - REF-0413,Failed,2024-06-21 00:00:00,2024-06-21 00:00:00
REM-0414,COMP-0049,LowStock,REF-0414,Low stock alert for items below reorder level - REF-0414,Failed,2024-05-16 00:00:00,2024-05-16 00:00:00
REM-0415,COMP-0049,CustomerInactive,REF-0415,Customer inactivity alert - REF-0415,Pending,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0416,COMP-0050,ExpiryAlert,REF-0416,Expiry alert for batch items nearing expiry - REF-0416,Sent,2024-06-01 00:00:00,2024-06-01 00:00:00
REM-0417,COMP-0050,LowStock,REF-0417,Low stock alert for items below reorder level - REF-0417,Pending,2024-04-27 00:00:00,2024-04-27 00:00:00
REM-0418,COMP-0050,ExpiryAlert,REF-0418,Expiry alert for batch items nearing expiry - REF-0418,Sent,2024-06-29 00:00:00,2024-06-29 00:00:00
REM-0419,COMP-0050,CustomerInactive,REF-0419,Customer inactivity alert - REF-0419,Sent,2024-04-30 00:00:00,2024-04-30 00:00:00
REM-0420,COMP-0050,CustomerInactive,REF-0420,Customer inactivity alert - REF-0420,Failed,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0421,COMP-0050,CustomerInactive,REF-0421,Customer inactivity alert - REF-0421,Failed,2024-04-28 00:00:00,2024-04-28 00:00:00
REM-0422,COMP-0050,LowStock,REF-0422,Low stock alert for items below reorder level - REF-0422,Sent,2024-06-14 00:00:00,2024-06-14 00:00:00
REM-0423,COMP-0050,PaymentDue,REF-0423,Payment reminder for outstanding invoices - REF-0423,Sent,2024-05-15 00:00:00,2024-05-15 00:00:00
REM-0424,COMP-0050,LowStock,REF-0424,Low stock alert for items below reorder level - REF-0424,Pending,2024-04-02 00:00:00,2024-04-02 00:00:00
REM-0425,COMP-0050,CustomerInactive,REF-0425,Customer inactivity alert - REF-0425,Pending,2024-04-01 00:00:00,2024-04-01 00:00:00
REM-0426,COMP-0050,PaymentDue,REF-0426,Payment reminder for outstanding invoices - REF-0426,Pending,2024-04-22 00:00:00,2024-04-22 00:00:00
REM-0427,COMP-0050,ExpiryAlert,REF-0427,Expiry alert for batch items nearing expiry - REF-0427,Failed,2024-04-25 00:00:00,2024-04-25 00:00:00
