VoucherID,CompanyID,VoucherNo,VoucherType,VoucherDate,PartyID,PartyName,SubTotal,TaxAmount,GrandTotal,Narration,Status,CreatedDate,LastModifiedDate
VCH-1768,COMP-0033,JOU-001768,Journal,2024-04-13,,,13720,0,13720,Journal voucher,Posted,2024-04-13,2024-05-01
VCH-1769,COMP-0033,SAL-001769,Sales,2024-06-26,PTY-0628,Vikram Gupta Suppliers,455000,81900,536900,Sales to Vikram Gupta Suppliers,Posted,2024-06-26,2024-05-01
VCH-1770,COMP-0033,SAL-001770,Sales,2024-06-09,PTY-0615,Neha Patel Traders,133600,24048,157648,Sales to Neha Patel Traders,Posted,2024-06-09,2024-05-01
VCH-1771,COMP-0033,JOU-001771,Journal,2024-05-22,,,19603,0,19603,Journal voucher,Posted,2024-05-22,2024-05-01
VCH-1772,COMP-0033,PUR-001772,Purchase,2024-05-14,PTY-0614,Priya Sharma Suppliers,370500,66690,437190,Purchase to Priya Sharma Suppliers,Posted,2024-05-14,2024-05-01
VCH-1773,COMP-0033,SAL-001773,Sales,2024-05-29,PTY-0621,Neha Kumar Traders,1125000,202500,1327500,Sales to Neha Kumar Traders,Posted,2024-05-29,2024-05-01
VCH-1774,COMP-0033,SAL-001774,Sales,2024-06-12,PTY-0627,Rajesh Sharma Traders,545000,98100,643100,Sales to Rajesh Sharma Traders,Posted,2024-06-12,2024-05-01
VCH-1775,COMP-0033,JOU-001775,Journal,2024-05-21,,,15652,0,15652,Journal voucher,Posted,2024-05-21,2024-05-01
VCH-1776,COMP-0033,SAL-001776,Sales,2024-04-08,PTY-0624,Priya Singh Suppliers,215000,38700,253700,Sales to Priya Singh Suppliers,Posted,2024-04-08,2024-05-01
VCH-1777,COMP-0033,JOU-001777,Journal,2024-05-30,,,21163,0,21163,Journal voucher,Posted,2024-05-30,2024-05-01
VCH-1778,COMP-0033,JOU-001778,Journal,2024-06-09,,,10245,0,10245,Journal voucher,Posted,2024-06-09,2024-05-01
VCH-1779,COMP-0033,SAL-001779,Sales,2024-05-20,PTY-0614,Priya Sharma Suppliers,485000,87300,572300,Sales to Priya Sharma Suppliers,Posted,2024-05-20,2024-05-01
VCH-1780,COMP-0033,PUR-001780,Purchase,2024-05-24,PTY-0623,Neha Sharma Traders,2700,486,3186,Purchase to Neha Sharma Traders,Posted,2024-05-24,2024-05-01
VCH-1781,COMP-0033,PUR-001781,Purchase,2024-06-10,PTY-0624,Priya Singh Suppliers,4500,810,5310,Purchase to Priya Singh Suppliers,Posted,2024-06-10,2024-05-01
VCH-1782,COMP-0033,JOU-001782,Journal,2024-06-19,,,24214,0,24214,Journal voucher,Posted,2024-06-19,2024-05-01
VCH-1783,COMP-0033,PUR-001783,Purchase,2024-04-03,PTY-0613,Rajesh Sharma Traders,407500,73350,480850,Purchase to Rajesh Sharma Traders,Posted,2024-04-03,2024-05-01
VCH-1784,COMP-0033,JOU-001784,Journal,2024-05-17,,,5711,0,5711,Journal voucher,Posted,2024-05-17,2024-05-01
VCH-1785,COMP-0033,PUR-001785,Purchase,2024-04-06,PTY-0616,Amit Gupta Distributors,586000,105480,691480,Purchase to Amit Gupta Distributors,Posted,2024-04-06,2024-05-01
VCH-1786,COMP-0034,JOU-001786,Journal,2024-05-09,,,12805,0,12805,Journal voucher,Posted,2024-05-09,2024-05-01
VCH-1787,COMP-0034,SAL-001787,Sales,2024-05-06,PTY-0647,Amit Kumar Traders,360000,64800,424800,Sales to Amit Kumar Traders,Posted,2024-05-06,2024-05-01
VCH-1788,COMP-0034,SAL-001788,Sales,2024-04-21,PTY-0635,Vikram Patel Suppliers,360000,64800,424800,Sales to Vikram Patel Suppliers,Posted,2024-04-21,2024-05-01
VCH-1789,COMP-0034,JOU-001789,Journal,2024-04-01,,,13017,0,13017,Journal voucher,Posted,2024-04-01,2024-05-01
VCH-1790,COMP-0034,SAL-001790,Sales,2024-04-09,PTY-0640,Priya Gupta Suppliers,46500,8370,54870,Sales to Priya Gupta Suppliers,Posted,2024-04-09,2024-05-01
VCH-1791,COMP-0034,SAL-001791,Sales,2024-05-14,PTY-0651,Priya Kumar Suppliers,1095000,197100,1292100,Sales to Priya Kumar Suppliers,Posted,2024-05-14,2024-05-01
VCH-1792,COMP-0034,SAL-001792,Sales,2024-06-19,PTY-0636,Vikram Sharma Distributors,210000,37800,247800,Sales to Vikram Sharma Distributors,Posted,2024-06-19,2024-05-01
VCH-1793,COMP-0034,SAL-001793,Sales,2024-05-02,PTY-0634,Priya Singh Traders,522000,93960,615960,Sales to Priya Singh Traders,Posted,2024-05-02,2024-05-01
VCH-1794,COMP-0034,SAL-001794,Sales,2024-04-16,PTY-0637,Vikram Sharma Traders,391000,70380,461380,Sales to Vikram Sharma Traders,Posted,2024-04-16,2024-05-01
VCH-1795,COMP-0034,JOU-001795,Journal,2024-05-13,,,17871,0,17871,Journal voucher,Posted,2024-05-13,2024-05-01
VCH-1796,COMP-0034,PUR-001796,Purchase,2024-06-18,PTY-0633,Priya Kumar Traders,165000,29700,194700,Purchase to Priya Kumar Traders,Posted,2024-06-18,2024-05-01
VCH-1797,COMP-0034,JOU-001797,Journal,2024-05-02,,,18155,0,18155,Journal voucher,Posted,2024-05-02,2024-05-01
VCH-1798,COMP-0034,PUR-001798,Purchase,2024-04-10,PTY-0638,Priya Gupta Suppliers,447000,80460,527460,Purchase to Priya Gupta Suppliers,Posted,2024-04-10,2024-05-01
VCH-1799,COMP-0034,PUR-001799,Purchase,2024-04-24,PTY-0637,Vikram Sharma Traders,572700,103086,675786,Purchase to Vikram Sharma Traders,Posted,2024-04-24,2024-05-01
VCH-1800,COMP-0034,SAL-001800,Sales,2024-04-24,PTY-0631,Priya Sharma Suppliers,950500,171090,1121590,Sales to Priya Sharma Suppliers,Posted,2024-04-24,2024-05-01
VCH-1801,COMP-0034,JOU-001801,Journal,2024-04-17,,,13980,0,13980,Journal voucher,Posted,2024-04-17,2024-05-01
VCH-1802,COMP-0034,SAL-001802,Sales,2024-05-11,PTY-0645,Rajesh Kumar Distributors,305000,54900,359900,Sales to Rajesh Kumar Distributors,Posted,2024-05-11,2024-05-01
VCH-1803,COMP-0034,PUR-001803,Purchase,2024-06-19,PTY-0643,Priya Kumar Suppliers,65000,11700,76700,Purchase to Priya Kumar Suppliers,Posted,2024-06-19,2024-05-01
VCH-1804,COMP-0034,PUR-001804,Purchase,2024-06-13,PTY-0650,Amit Singh Distributors,321500,57870,379370,Purchase to Amit Singh Distributors,Posted,2024-06-13,2024-05-01
VCH-1805,COMP-0034,SAL-001805,Sales,2024-04-25,PTY-0632,Vikram Gupta Suppliers,14000,2520,16520,Sales to Vikram Gupta Suppliers,Posted,2024-04-25,2024-05-01
VCH-1806,COMP-0034,SAL-001806,Sales,2024-05-13,PTY-0639,Rajesh Gupta Distributors,220000,39600,259600,Sales to Rajesh Gupta Distributors,Posted,2024-05-13,2024-05-01
VCH-1807,COMP-0034,SAL-001807,Sales,2024-04-18,PTY-0649,Amit Singh Traders,220000,39600,259600,Sales to Amit Singh Traders,Posted,2024-04-18,2024-05-01
VCH-1808,COMP-0034,JOU-001808,Journal,2024-06-25,,,21954,0,21954,Journal voucher,Posted,2024-06-25,2024-05-01
VCH-1809,COMP-0034,JOU-001809,Journal,2024-06-02,,,20105,0,20105,Journal voucher,Posted,2024-06-02,2024-05-01
VCH-1810,COMP-0034,PUR-001810,Purchase,2024-05-04,PTY-0633,Priya Kumar Traders,249000,44820,293820,Purchase to Priya Kumar Traders,Posted,2024-05-04,2024-05-01
VCH-1811,COMP-0034,PUR-001811,Purchase,2024-06-04,PTY-0651,Priya Kumar Suppliers,65500,11790,77290,Purchase to Priya Kumar Suppliers,Posted,2024-06-04,2024-05-01
VCH-1812,COMP-0034,JOU-001812,Journal,2024-05-09,,,20830,0,20830,Journal voucher,Posted,2024-05-09,2024-05-01
VCH-1813,COMP-0034,PUR-001813,Purchase,2024-04-06,PTY-0649,Amit Singh Traders,484500,87210,571710,Purchase to Amit Singh Traders,Posted,2024-04-06,2024-05-01
VCH-1814,COMP-0034,PUR-001814,Purchase,2024-06-15,PTY-0646,Vikram Kumar Traders,76000,13680,89680,Purchase to Vikram Kumar Traders,Posted,2024-06-15,2024-05-01
VCH-1815,COMP-0034,SAL-001815,Sales,2024-04-22,PTY-0651,Priya Kumar Suppliers,367000,66060,433060,Sales to Priya Kumar Suppliers,Posted,2024-04-22,2024-05-01
VCH-1816,COMP-0034,PUR-001816,Purchase,2024-06-07,PTY-0646,Vikram Kumar Traders,24500,4410,28910,Purchase to Vikram Kumar Traders,Posted,2024-06-07,2024-05-01
VCH-1817,COMP-0034,JOU-001817,Journal,2024-06-30,,,9422,0,9422,Journal voucher,Posted,2024-06-30,2024-05-01
VCH-1818,COMP-0034,SAL-001818,Sales,2024-04-23,PTY-0645,Rajesh Kumar Distributors,32700,5886,38586,Sales to Rajesh Kumar Distributors,Posted,2024-04-23,2024-05-01
VCH-1819,COMP-0034,SAL-001819,Sales,2024-05-17,PTY-0635,Vikram Patel Suppliers,224000,40320,264320,Sales to Vikram Patel Suppliers,Posted,2024-05-17,2024-05-01
VCH-1820,COMP-0034,SAL-001820,Sales,2024-04-23,PTY-0640,Priya Gupta Suppliers,165000,29700,194700,Sales to Priya Gupta Suppliers,Posted,2024-04-23,2024-05-01
VCH-1821,COMP-0034,JOU-001821,Journal,2024-05-16,,,18295,0,18295,Journal voucher,Posted,2024-05-16,2024-05-01
VCH-1822,COMP-0034,PUR-001822,Purchase,2024-05-09,PTY-0646,Vikram Kumar Traders,415000,74700,489700,Purchase to Vikram Kumar Traders,Posted,2024-05-09,2024-05-01
VCH-1823,COMP-0034,JOU-001823,Journal,2024-04-12,,,10555,0,10555,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-1824,COMP-0034,JOU-001824,Journal,2024-05-02,,,7857,0,7857,Journal voucher,Posted,2024-05-02,2024-05-01
VCH-1825,COMP-0034,PUR-001825,Purchase,2024-06-12,PTY-0648,Rajesh Kumar Traders,455000,81900,536900,Purchase to Rajesh Kumar Traders,Posted,2024-06-12,2024-05-01
VCH-1826,COMP-0034,SAL-001826,Sales,2024-05-21,PTY-0651,Priya Kumar Suppliers,749000,134820,883820,Sales to Priya Kumar Suppliers,Posted,2024-05-21,2024-05-01
VCH-1827,COMP-0034,SAL-001827,Sales,2024-04-01,PTY-0639,Rajesh Gupta Distributors,24500,4410,28910,Sales to Rajesh Gupta Distributors,Posted,2024-04-01,2024-05-01
VCH-1828,COMP-0034,SAL-001828,Sales,2024-04-25,PTY-0644,Rajesh Kumar Suppliers,263000,47340,310340,Sales to Rajesh Kumar Suppliers,Posted,2024-04-25,2024-05-01
VCH-1829,COMP-0034,JOU-001829,Journal,2024-04-07,,,7765,0,7765,Journal voucher,Posted,2024-04-07,2024-05-01
VCH-1830,COMP-0034,SAL-001830,Sales,2024-05-02,PTY-0635,Vikram Patel Suppliers,332000,59760,391760,Sales to Vikram Patel Suppliers,Posted,2024-05-02,2024-05-01
VCH-1831,COMP-0034,JOU-001831,Journal,2024-04-12,,,12280,0,12280,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-1832,COMP-0034,PUR-001832,Purchase,2024-04-01,PTY-0642,Neha Patel Traders,4500,810,5310,Purchase to Neha Patel Traders,Posted,2024-04-01,2024-05-01
VCH-1833,COMP-0034,PUR-001833,Purchase,2024-05-30,PTY-0630,Vikram Sharma Traders,180000,32400,212400,Purchase to Vikram Sharma Traders,Posted,2024-05-30,2024-05-01
VCH-1834,COMP-0034,JOU-001834,Journal,2024-06-27,,,6798,0,6798,Journal voucher,Posted,2024-06-27,2024-05-01
VCH-1835,COMP-0034,JOU-001835,Journal,2024-05-26,,,17809,0,17809,Journal voucher,Posted,2024-05-26,2024-05-01
VCH-1836,COMP-0034,JOU-001836,Journal,2024-04-28,,,16599,0,16599,Journal voucher,Posted,2024-04-28,2024-05-01
VCH-1837,COMP-0034,PUR-001837,Purchase,2024-04-02,PTY-0636,Vikram Sharma Distributors,1050000,189000,1239000,Purchase to Vikram Sharma Distributors,Posted,2024-04-02,2024-05-01
VCH-1838,COMP-0034,PUR-001838,Purchase,2024-04-12,PTY-0642,Neha Patel Traders,578000,104040,682040,Purchase to Neha Patel Traders,Posted,2024-04-12,2024-05-01
VCH-1839,COMP-0034,SAL-001839,Sales,2024-05-23,PTY-0649,Amit Singh Traders,138000,24840,162840,Sales to Amit Singh Traders,Posted,2024-05-23,2024-05-01
VCH-1840,COMP-0034,JOU-001840,Journal,2024-04-18,,,8248,0,8248,Journal voucher,Posted,2024-04-18,2024-05-01
VCH-1841,COMP-0034,SAL-001841,Sales,2024-05-15,PTY-0638,Priya Gupta Suppliers,960000,172800,1132800,Sales to Priya Gupta Suppliers,Posted,2024-05-15,2024-05-01
VCH-1842,COMP-0034,PUR-001842,Purchase,2024-04-23,PTY-0650,Amit Singh Distributors,36500,6570,43070,Purchase to Amit Singh Distributors,Posted,2024-04-23,2024-05-01
VCH-1843,COMP-0034,PUR-001843,Purchase,2024-04-05,PTY-0651,Priya Kumar Suppliers,275000,49500,324500,Purchase to Priya Kumar Suppliers,Posted,2024-04-05,2024-05-01
VCH-1844,COMP-0034,PUR-001844,Purchase,2024-04-24,PTY-0630,Vikram Sharma Traders,410000,73800,483800,Purchase to Vikram Sharma Traders,Posted,2024-04-24,2024-05-01
VCH-1845,COMP-0034,SAL-001845,Sales,2024-05-14,PTY-0646,Vikram Kumar Traders,740000,133200,873200,Sales to Vikram Kumar Traders,Posted,2024-05-14,2024-05-01
VCH-1846,COMP-0034,SAL-001846,Sales,2024-04-23,PTY-0634,Priya Singh Traders,210000,37800,247800,Sales to Priya Singh Traders,Posted,2024-04-23,2024-05-01
VCH-1847,COMP-0034,SAL-001847,Sales,2024-06-11,PTY-0638,Priya Gupta Suppliers,605000,108900,713900,Sales to Priya Gupta Suppliers,Posted,2024-06-11,2024-05-01
VCH-1848,COMP-0034,SAL-001848,Sales,2024-04-29,PTY-0642,Neha Patel Traders,680000,122400,802400,Sales to Neha Patel Traders,Posted,2024-04-29,2024-05-01
VCH-1849,COMP-0034,JOU-001849,Journal,2024-06-12,,,5353,0,5353,Journal voucher,Posted,2024-06-12,2024-05-01
VCH-1850,COMP-0035,JOU-001850,Journal,2024-05-08,,,17115,0,17115,Journal voucher,Posted,2024-05-08,2024-05-01
VCH-1851,COMP-0035,JOU-001851,Journal,2024-05-19,,,9483,0,9483,Journal voucher,Posted,2024-05-19,2024-05-01
VCH-1852,COMP-0035,PUR-001852,Purchase,2024-06-11,PTY-0660,Priya Patel Traders,326300,58734,385034,Purchase to Priya Patel Traders,Posted,2024-06-11,2024-05-01
VCH-1853,COMP-0035,SAL-001853,Sales,2024-06-23,PTY-0652,Priya Sharma Traders,1181000,212580,1393580,Sales to Priya Sharma Traders,Posted,2024-06-23,2024-05-01
VCH-1854,COMP-0035,SAL-001854,Sales,2024-05-05,PTY-0664,Rajesh Gupta Distributors,343000,61740,404740,Sales to Rajesh Gupta Distributors,Posted,2024-05-05,2024-05-01
VCH-1855,COMP-0035,PUR-001855,Purchase,2024-06-01,PTY-0660,Priya Patel Traders,619000,111420,730420,Purchase to Priya Patel Traders,Posted,2024-06-01,2024-05-01
VCH-1856,COMP-0035,SAL-001856,Sales,2024-05-08,PTY-0668,Priya Kumar Suppliers,826500,148770,975270,Sales to Priya Kumar Suppliers,Posted,2024-05-08,2024-05-01
VCH-1857,COMP-0035,SAL-001857,Sales,2024-05-19,PTY-0666,Vikram Singh Suppliers,230500,41490,271990,Sales to Vikram Singh Suppliers,Posted,2024-05-19,2024-05-01
VCH-1858,COMP-0035,JOU-001858,Journal,2024-06-26,,,12662,0,12662,Journal voucher,Posted,2024-06-26,2024-05-01
VCH-1859,COMP-0035,JOU-001859,Journal,2024-06-10,,,7200,0,7200,Journal voucher,Posted,2024-06-10,2024-05-01
VCH-1860,COMP-0035,SAL-001860,Sales,2024-06-24,PTY-0654,Priya Singh Traders,537700,96786,634486,Sales to Priya Singh Traders,Posted,2024-06-24,2024-05-01
VCH-1861,COMP-0035,SAL-001861,Sales,2024-06-29,PTY-0655,Rajesh Kumar Suppliers,7500,1350,8850,Sales to Rajesh Kumar Suppliers,Posted,2024-06-29,2024-05-01
VCH-1862,COMP-0035,SAL-001862,Sales,2024-05-13,PTY-0666,Vikram Singh Suppliers,437500,78750,516250,Sales to Vikram Singh Suppliers,Posted,2024-05-13,2024-05-01
VCH-1863,COMP-0035,JOU-001863,Journal,2024-05-23,,,19037,0,19037,Journal voucher,Posted,2024-05-23,2024-05-01
VCH-1864,COMP-0035,JOU-001864,Journal,2024-05-14,,,12467,0,12467,Journal voucher,Posted,2024-05-14,2024-05-01
VCH-1865,COMP-0035,SAL-001865,Sales,2024-05-27,PTY-0665,Neha Kumar Suppliers,1281500,230670,1512170,Sales to Neha Kumar Suppliers,Posted,2024-05-27,2024-05-01
VCH-1866,COMP-0035,PUR-001866,Purchase,2024-06-22,PTY-0658,Priya Kumar Traders,80000,14400,94400,Purchase to Priya Kumar Traders,Posted,2024-06-22,2024-05-01
VCH-1867,COMP-0035,JOU-001867,Journal,2024-06-29,,,8940,0,8940,Journal voucher,Posted,2024-06-29,2024-05-01
VCH-1868,COMP-0035,JOU-001868,Journal,2024-04-24,,,18783,0,18783,Journal voucher,Posted,2024-04-24,2024-05-01
VCH-1869,COMP-0035,JOU-001869,Journal,2024-05-31,,,14214,0,14214,Journal voucher,Posted,2024-05-31,2024-05-01
VCH-1870,COMP-0035,SAL-001870,Sales,2024-06-18,PTY-0668,Priya Kumar Suppliers,49000,8820,57820,Sales to Priya Kumar Suppliers,Posted,2024-06-18,2024-05-01
VCH-1871,COMP-0035,JOU-001871,Journal,2024-06-04,,,24588,0,24588,Journal voucher,Posted,2024-06-04,2024-05-01
VCH-1872,COMP-0035,PUR-001872,Purchase,2024-05-20,PTY-0658,Priya Kumar Traders,1284000,231120,1515120,Purchase to Priya Kumar Traders,Posted,2024-05-20,2024-05-01
VCH-1873,COMP-0035,JOU-001873,Journal,2024-04-04,,,15319,0,15319,Journal voucher,Posted,2024-04-04,2024-05-01
VCH-1874,COMP-0035,JOU-001874,Journal,2024-04-03,,,14918,0,14918,Journal voucher,Posted,2024-04-03,2024-05-01
VCH-1875,COMP-0035,JOU-001875,Journal,2024-04-18,,,19922,0,19922,Journal voucher,Posted,2024-04-18,2024-05-01
VCH-1876,COMP-0035,PUR-001876,Purchase,2024-05-04,PTY-0669,Amit Sharma Suppliers,450000,81000,531000,Purchase to Amit Sharma Suppliers,Posted,2024-05-04,2024-05-01
VCH-1877,COMP-0035,SAL-001877,Sales,2024-05-23,PTY-0657,Neha Singh Traders,385000,69300,454300,Sales to Neha Singh Traders,Posted,2024-05-23,2024-05-01
VCH-1878,COMP-0035,PUR-001878,Purchase,2024-04-21,PTY-0652,Priya Sharma Traders,366000,65880,431880,Purchase to Priya Sharma Traders,Posted,2024-04-21,2024-05-01
VCH-1879,COMP-0035,SAL-001879,Sales,2024-06-02,PTY-0656,Neha Patel Suppliers,974000,175320,1149320,Sales to Neha Patel Suppliers,Posted,2024-06-02,2024-05-01
VCH-1880,COMP-0035,PUR-001880,Purchase,2024-04-12,PTY-0652,Priya Sharma Traders,221300,39834,261134,Purchase to Priya Sharma Traders,Posted,2024-04-12,2024-05-01
VCH-1881,COMP-0035,SAL-001881,Sales,2024-06-15,PTY-0652,Priya Sharma Traders,6000,1080,7080,Sales to Priya Sharma Traders,Posted,2024-06-15,2024-05-01
VCH-1882,COMP-0035,PUR-001882,Purchase,2024-04-12,PTY-0659,Priya Patel Traders,435000,78300,513300,Purchase to Priya Patel Traders,Posted,2024-04-12,2024-05-01
VCH-1883,COMP-0035,JOU-001883,Journal,2024-05-16,,,18714,0,18714,Journal voucher,Posted,2024-05-16,2024-05-01
VCH-1884,COMP-0035,JOU-001884,Journal,2024-04-04,,,24621,0,24621,Journal voucher,Posted,2024-04-04,2024-05-01
VCH-1885,COMP-0035,PUR-001885,Purchase,2024-04-09,PTY-0669,Amit Sharma Suppliers,1045000,188100,1233100,Purchase to Amit Sharma Suppliers,Posted,2024-04-09,2024-05-01
VCH-1886,COMP-0035,PUR-001886,Purchase,2024-06-17,PTY-0660,Priya Patel Traders,7500,1350,8850,Purchase to Priya Patel Traders,Posted,2024-06-17,2024-05-01
VCH-1887,COMP-0035,JOU-001887,Journal,2024-06-24,,,6779,0,6779,Journal voucher,Posted,2024-06-24,2024-05-01
VCH-1888,COMP-0035,PUR-001888,Purchase,2024-06-28,PTY-0654,Priya Singh Traders,450500,81090,531590,Purchase to Priya Singh Traders,Posted,2024-06-28,2024-05-01
VCH-1889,COMP-0035,JOU-001889,Journal,2024-06-04,,,5182,0,5182,Journal voucher,Posted,2024-06-04,2024-05-01
VCH-1890,COMP-0035,SAL-001890,Sales,2024-06-21,PTY-0660,Priya Patel Traders,524000,94320,618320,Sales to Priya Patel Traders,Posted,2024-06-21,2024-05-01
VCH-1891,COMP-0035,JOU-001891,Journal,2024-06-23,,,24035,0,24035,Journal voucher,Posted,2024-06-23,2024-05-01
VCH-1892,COMP-0035,PUR-001892,Purchase,2024-06-23,PTY-0662,Priya Gupta Distributors,960000,172800,1132800,Purchase to Priya Gupta Distributors,Posted,2024-06-23,2024-05-01
VCH-1893,COMP-0035,SAL-001893,Sales,2024-04-06,PTY-0653,Amit Singh Traders,248000,44640,292640,Sales to Amit Singh Traders,Posted,2024-04-06,2024-05-01
VCH-1894,COMP-0035,SAL-001894,Sales,2024-04-07,PTY-0668,Priya Kumar Suppliers,688000,123840,811840,Sales to Priya Kumar Suppliers,Posted,2024-04-07,2024-05-01
VCH-1895,COMP-0035,SAL-001895,Sales,2024-05-22,PTY-0657,Neha Singh Traders,281000,50580,331580,Sales to Neha Singh Traders,Posted,2024-05-22,2024-05-01
VCH-1896,COMP-0035,PUR-001896,Purchase,2024-04-04,PTY-0652,Priya Sharma Traders,154000,27720,181720,Purchase to Priya Sharma Traders,Posted,2024-04-04,2024-05-01
VCH-1897,COMP-0035,SAL-001897,Sales,2024-06-20,PTY-0654,Priya Singh Traders,140500,25290,165790,Sales to Priya Singh Traders,Posted,2024-06-20,2024-05-01
VCH-1898,COMP-0035,JOU-001898,Journal,2024-06-16,,,17611,0,17611,Journal voucher,Posted,2024-06-16,2024-05-01
VCH-1899,COMP-0035,JOU-001899,Journal,2024-04-22,,,18308,0,18308,Journal voucher,Posted,2024-04-22,2024-05-01
VCH-1900,COMP-0035,SAL-001900,Sales,2024-04-17,PTY-0653,Amit Singh Traders,659000,118620,777620,Sales to Amit Singh Traders,Posted,2024-04-17,2024-05-01
VCH-1901,COMP-0036,JOU-001901,Journal,2024-04-23,,,18804,0,18804,Journal voucher,Posted,2024-04-23,2024-05-01
VCH-1902,COMP-0036,JOU-001902,Journal,2024-06-26,,,13669,0,13669,Journal voucher,Posted,2024-06-26,2024-05-01
VCH-1903,COMP-0036,SAL-001903,Sales,2024-05-05,PTY-0684,Rajesh Patel Traders,394000,70920,464920,Sales to Rajesh Patel Traders,Posted,2024-05-05,2024-05-01
VCH-1904,COMP-0036,SAL-001904,Sales,2024-04-23,PTY-0681,Priya Gupta Traders,857000,154260,1011260,Sales to Priya Gupta Traders,Posted,2024-04-23,2024-05-01
VCH-1905,COMP-0036,SAL-001905,Sales,2024-06-16,PTY-0674,Neha Patel Distributors,960000,172800,1132800,Sales to Neha Patel Distributors,Posted,2024-06-16,2024-05-01
VCH-1906,COMP-0036,SAL-001906,Sales,2024-05-17,PTY-0677,Rajesh Kumar Distributors,898600,161748,1060348,Sales to Rajesh Kumar Distributors,Posted,2024-05-17,2024-05-01
VCH-1907,COMP-0036,JOU-001907,Journal,2024-06-23,,,5025,0,5025,Journal voucher,Posted,2024-06-23,2024-05-01
VCH-1908,COMP-0036,SAL-001908,Sales,2024-05-08,PTY-0682,Priya Gupta Traders,55000,9900,64900,Sales to Priya Gupta Traders,Posted,2024-05-08,2024-05-01
VCH-1909,COMP-0036,SAL-001909,Sales,2024-05-16,PTY-0685,Amit Kumar Suppliers,342000,61560,403560,Sales to Amit Kumar Suppliers,Posted,2024-05-16,2024-05-01
VCH-1910,COMP-0036,PUR-001910,Purchase,2024-05-06,PTY-0679,Neha Singh Traders,362000,65160,427160,Purchase to Neha Singh Traders,Posted,2024-05-06,2024-05-01
VCH-1911,COMP-0036,PUR-001911,Purchase,2024-06-12,PTY-0687,Priya Sharma Distributors,9000,1620,10620,Purchase to Priya Sharma Distributors,Posted,2024-06-12,2024-05-01
VCH-1912,COMP-0036,JOU-001912,Journal,2024-05-06,,,18109,0,18109,Journal voucher,Posted,2024-05-06,2024-05-01
VCH-1913,COMP-0036,JOU-001913,Journal,2024-04-20,,,9167,0,9167,Journal voucher,Posted,2024-04-20,2024-05-01
VCH-1914,COMP-0036,SAL-001914,Sales,2024-05-25,PTY-0684,Rajesh Patel Traders,27500,4950,32450,Sales to Rajesh Patel Traders,Posted,2024-05-25,2024-05-01
VCH-1915,COMP-0036,SAL-001915,Sales,2024-04-17,PTY-0681,Priya Gupta Traders,375900,67662,443562,Sales to Priya Gupta Traders,Posted,2024-04-17,2024-05-01
VCH-1916,COMP-0036,PUR-001916,Purchase,2024-06-17,PTY-0677,Rajesh Kumar Distributors,30000,5400,35400,Purchase to Rajesh Kumar Distributors,Posted,2024-06-17,2024-05-01
VCH-1917,COMP-0036,SAL-001917,Sales,2024-04-02,PTY-0684,Rajesh Patel Traders,6300,1134,7434,Sales to Rajesh Patel Traders,Posted,2024-04-02,2024-05-01
VCH-1918,COMP-0036,SAL-001918,Sales,2024-04-23,PTY-0683,Neha Kumar Distributors,888000,159840,1047840,Sales to Neha Kumar Distributors,Posted,2024-04-23,2024-05-01
VCH-1919,COMP-0036,JOU-001919,Journal,2024-06-10,,,18101,0,18101,Journal voucher,Posted,2024-06-10,2024-05-01
VCH-1920,COMP-0036,PUR-001920,Purchase,2024-06-30,PTY-0677,Rajesh Kumar Distributors,180000,32400,212400,Purchase to Rajesh Kumar Distributors,Posted,2024-06-30,2024-05-01
VCH-1921,COMP-0036,SAL-001921,Sales,2024-05-02,PTY-0677,Rajesh Kumar Distributors,7500,1350,8850,Sales to Rajesh Kumar Distributors,Posted,2024-05-02,2024-05-01
VCH-1922,COMP-0036,JOU-001922,Journal,2024-06-17,,,8134,0,8134,Journal voucher,Posted,2024-06-17,2024-05-01
VCH-1923,COMP-0036,PUR-001923,Purchase,2024-04-26,PTY-0678,Neha Sharma Distributors,428500,77130,505630,Purchase to Neha Sharma Distributors,Posted,2024-04-26,2024-05-01
VCH-1924,COMP-0036,JOU-001924,Journal,2024-04-01,,,14489,0,14489,Journal voucher,Posted,2024-04-01,2024-05-01
VCH-1925,COMP-0036,PUR-001925,Purchase,2024-04-07,PTY-0686,Amit Patel Traders,430000,77400,507400,Purchase to Amit Patel Traders,Posted,2024-04-07,2024-05-01
VCH-1926,COMP-0036,JOU-001926,Journal,2024-04-05,,,23481,0,23481,Journal voucher,Posted,2024-04-05,2024-05-01
VCH-1927,COMP-0036,SAL-001927,Sales,2024-04-28,PTY-0672,Neha Gupta Suppliers,12000,2160,14160,Sales to Neha Gupta Suppliers,Posted,2024-04-28,2024-05-01
VCH-1928,COMP-0036,SAL-001928,Sales,2024-05-12,PTY-0687,Priya Sharma Distributors,455000,81900,536900,Sales to Priya Sharma Distributors,Posted,2024-05-12,2024-05-01
VCH-1929,COMP-0036,SAL-001929,Sales,2024-06-22,PTY-0684,Rajesh Patel Traders,211500,38070,249570,Sales to Rajesh Patel Traders,Posted,2024-06-22,2024-05-01
