ItemID,CompanyID,ItemName,CategoryID,Unit,OpeningStock,SaleRate,PurchaseRate,MRP,MinStockLevel,MaxStockLevel,ReorderLevel,Location,HSN,GST,IsActive,CreatedDate,LastModifiedDate
ITM-0004_COMP-0035,COMP-0035,Dell XPS 15,CAT-001,Pcs,44,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0035,COMP-0035,HP Pavilion,CAT-001,Pcs,94,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0035,COMP-0035,Cotton Silk Saree,CAT-001,Pcs,52,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0035,COMP-0035,Pure Silk Saree,CAT-001,Pcs,93,10000,7000,11000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0035,COMP-0035,Cotton Shirt,CAT-001,Pcs,67,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0035,COMP-0035,Jeans Pant,CAT-001,Pcs,82,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0036,COMP-0036,iPhone 15,CAT-001,Pcs,86,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0036,COMP-0036,Samsung S24,CAT-001,Pcs,80,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0036,COMP-0036,OnePlus 12,CAT-001,Pcs,14,42000,29399,46200,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0036,COMP-0036,Dell XPS 15,CAT-001,Pcs,61,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0036,COMP-0036,HP Pavilion,CAT-001,Pcs,75,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0036,COMP-0036,Cotton Silk Saree,CAT-001,Pcs,88,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0036,COMP-0036,Pure Silk Saree,CAT-001,Pcs,72,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0036,COMP-0036,Cotton Shirt,CAT-001,Pcs,17,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0036,COMP-0036,Jeans Pant,CAT-001,Pcs,12,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0037,COMP-0037,iPhone 15,CAT-001,Pcs,96,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0037,COMP-0037,Samsung S24,CAT-001,Pcs,61,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0037,COMP-0037,OnePlus 12,CAT-001,Pcs,81,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0037,COMP-0037,Dell XPS 15,CAT-001,Pcs,60,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0037,COMP-0037,HP Pavilion,CAT-001,Pcs,84,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0037,COMP-0037,Cotton Silk Saree,CAT-001,Pcs,91,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0037,COMP-0037,Pure Silk Saree,CAT-001,Pcs,66,10000,7000,11000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0037,COMP-0037,Cotton Shirt,CAT-001,Pcs,72,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0037,COMP-0037,Jeans Pant,CAT-001,Pcs,63,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0038,COMP-0038,iPhone 15,CAT-001,Pcs,55,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0038,COMP-0038,Samsung S24,CAT-001,Pcs,86,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0038,COMP-0038,OnePlus 12,CAT-001,Pcs,59,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0038,COMP-0038,Dell XPS 15,CAT-001,Pcs,99,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0038,COMP-0038,HP Pavilion,CAT-001,Pcs,25,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0038,COMP-0038,Cotton Silk Saree,CAT-001,Pcs,57,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0038,COMP-0038,Pure Silk Saree,CAT-001,Pcs,66,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0038,COMP-0038,Cotton Shirt,CAT-001,Pcs,38,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0038,COMP-0038,Jeans Pant,CAT-001,Pcs,12,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0039,COMP-0039,iPhone 15,CAT-001,Pcs,68,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0039,COMP-0039,Samsung S24,CAT-001,Pcs,73,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0039,COMP-0039,OnePlus 12,CAT-001,Pcs,10,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0039,COMP-0039,Dell XPS 15,CAT-001,Pcs,38,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0039,COMP-0039,HP Pavilion,CAT-001,Pcs,39,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0039,COMP-0039,Cotton Silk Saree,CAT-001,Pcs,89,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0039,COMP-0039,Pure Silk Saree,CAT-001,Pcs,40,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0039,COMP-0039,Cotton Shirt,CAT-001,Pcs,52,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0039,COMP-0039,Jeans Pant,CAT-001,Pcs,58,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0040,COMP-0040,iPhone 15,CAT-001,Pcs,46,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0040,COMP-0040,Samsung S24,CAT-001,Pcs,61,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0040,COMP-0040,OnePlus 12,CAT-001,Pcs,84,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0040,COMP-0040,Dell XPS 15,CAT-001,Pcs,11,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0040,COMP-0040,HP Pavilion,CAT-001,Pcs,93,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0040,COMP-0040,Cotton Silk Saree,CAT-001,Pcs,29,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0040,COMP-0040,Pure Silk Saree,CAT-001,Pcs,39,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0040,COMP-0040,Cotton Shirt,CAT-001,Pcs,36,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0040,COMP-0040,Jeans Pant,CAT-001,Pcs,39,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0041,COMP-0041,iPhone 15,CAT-001,Pcs,41,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0041,COMP-0041,Samsung S24,CAT-001,Pcs,40,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0041,COMP-0041,OnePlus 12,CAT-001,Pcs,21,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0041,COMP-0041,Dell XPS 15,CAT-001,Pcs,63,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0041,COMP-0041,HP Pavilion,CAT-001,Pcs,11,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0041,COMP-0041,Cotton Silk Saree,CAT-001,Pcs,34,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0041,COMP-0041,Pure Silk Saree,CAT-001,Pcs,95,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0041,COMP-0041,Cotton Shirt,CAT-001,Pcs,38,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0041,COMP-0041,Jeans Pant,CAT-001,Pcs,95,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0042,COMP-0042,iPhone 15,CAT-001,Pcs,18,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0042,COMP-0042,Samsung S24,CAT-001,Pcs,63,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0042,COMP-0042,OnePlus 12,CAT-001,Pcs,63,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0042,COMP-0042,Dell XPS 15,CAT-001,Pcs,46,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0042,COMP-0042,HP Pavilion,CAT-001,Pcs,65,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0042,COMP-0042,Cotton Silk Saree,CAT-001,Pcs,32,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0042,COMP-0042,Pure Silk Saree,CAT-001,Pcs,33,10000,7000,11000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0042,COMP-0042,Cotton Shirt,CAT-001,Pcs,27,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0042,COMP-0042,Jeans Pant,CAT-001,Pcs,72,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0043,COMP-0043,iPhone 15,CAT-001,Pcs,34,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0043,COMP-0043,Samsung S24,CAT-001,Pcs,64,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0043,COMP-0043,OnePlus 12,CAT-001,Pcs,56,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0043,COMP-0043,Dell XPS 15,CAT-001,Pcs,26,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0043,COMP-0043,HP Pavilion,CAT-001,Pcs,94,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0043,COMP-0043,Cotton Silk Saree,CAT-001,Pcs,85,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0043,COMP-0043,Pure Silk Saree,CAT-001,Pcs,23,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0043,COMP-0043,Cotton Shirt,CAT-001,Pcs,11,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0043,COMP-0043,Jeans Pant,CAT-001,Pcs,68,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0044,COMP-0044,iPhone 15,CAT-001,Pcs,22,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0044,COMP-0044,Samsung S24,CAT-001,Pcs,31,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0044,COMP-0044,OnePlus 12,CAT-001,Pcs,59,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0044,COMP-0044,Dell XPS 15,CAT-001,Pcs,54,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0044,COMP-0044,HP Pavilion,CAT-001,Pcs,96,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0044,COMP-0044,Cotton Silk Saree,CAT-001,Pcs,80,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0044,COMP-0044,Pure Silk Saree,CAT-001,Pcs,61,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0044,COMP-0044,Cotton Shirt,CAT-001,Pcs,85,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0044,COMP-0044,Jeans Pant,CAT-001,Pcs,43,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0045,COMP-0045,iPhone 15,CAT-001,Pcs,14,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0045,COMP-0045,Samsung S24,CAT-001,Pcs,34,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0045,COMP-0045,OnePlus 12,CAT-001,Pcs,64,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0045,COMP-0045,Dell XPS 15,CAT-001,Pcs,88,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0045,COMP-0045,HP Pavilion,CAT-001,Pcs,21,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0045,COMP-0045,Cotton Silk Saree,CAT-001,Pcs,58,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0045,COMP-0045,Pure Silk Saree,CAT-001,Pcs,77,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0045,COMP-0045,Cotton Shirt,CAT-001,Pcs,99,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0045,COMP-0045,Jeans Pant,CAT-001,Pcs,39,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0046,COMP-0046,iPhone 15,CAT-001,Pcs,90,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0046,COMP-0046,Samsung S24,CAT-001,Pcs,87,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0046,COMP-0046,OnePlus 12,CAT-001,Pcs,36,42000,29399,46200,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0046,COMP-0046,Dell XPS 15,CAT-001,Pcs,38,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0046,COMP-0046,HP Pavilion,CAT-001,Pcs,44,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0046,COMP-0046,Cotton Silk Saree,CAT-001,Pcs,84,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0046,COMP-0046,Pure Silk Saree,CAT-001,Pcs,60,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0046,COMP-0046,Cotton Shirt,CAT-001,Pcs,67,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0046,COMP-0046,Jeans Pant,CAT-001,Pcs,65,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0047,COMP-0047,iPhone 15,CAT-001,Pcs,16,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0047,COMP-0047,Samsung S24,CAT-001,Pcs,23,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0047,COMP-0047,OnePlus 12,CAT-001,Pcs,84,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0047,COMP-0047,Dell XPS 15,CAT-001,Pcs,71,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0047,COMP-0047,HP Pavilion,CAT-001,Pcs,30,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0047,COMP-0047,Cotton Silk Saree,CAT-001,Pcs,28,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0047,COMP-0047,Pure Silk Saree,CAT-001,Pcs,28,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0047,COMP-0047,Cotton Shirt,CAT-001,Pcs,41,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0047,COMP-0047,Jeans Pant,CAT-001,Pcs,11,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0048,COMP-0048,iPhone 15,CAT-001,Pcs,63,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0048,COMP-0048,Samsung S24,CAT-001,Pcs,37,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0048,COMP-0048,OnePlus 12,CAT-001,Pcs,43,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0048,COMP-0048,Dell XPS 15,CAT-001,Pcs,16,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0048,COMP-0048,HP Pavilion,CAT-001,Pcs,64,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0048,COMP-0048,Cotton Silk Saree,CAT-001,Pcs,48,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0048,COMP-0048,Pure Silk Saree,CAT-001,Pcs,35,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0048,COMP-0048,Cotton Shirt,CAT-001,Pcs,63,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0048,COMP-0048,Jeans Pant,CAT-001,Pcs,70,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0049,COMP-0049,iPhone 15,CAT-001,Pcs,20,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0049,COMP-0049,Samsung S24,CAT-001,Pcs,98,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0049,COMP-0049,OnePlus 12,CAT-001,Pcs,44,42000,29399,46200,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0049,COMP-0049,Dell XPS 15,CAT-001,Pcs,71,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0049,COMP-0049,HP Pavilion,CAT-001,Pcs,21,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0049,COMP-0049,Cotton Silk Saree,CAT-001,Pcs,100,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0049,COMP-0049,Pure Silk Saree,CAT-001,Pcs,93,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0049,COMP-0049,Cotton Shirt,CAT-001,Pcs,69,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0049,COMP-0049,Jeans Pant,CAT-001,Pcs,73,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0050,COMP-0050,iPhone 15,CAT-001,Pcs,56,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0050,COMP-0050,Samsung S24,CAT-001,Pcs,67,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0050,COMP-0050,OnePlus 12,CAT-001,Pcs,75,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0050,COMP-0050,Dell XPS 15,CAT-001,Pcs,61,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0050,COMP-0050,HP Pavilion,CAT-001,Pcs,18,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0050,COMP-0050,Cotton Silk Saree,CAT-001,Pcs,64,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0050,COMP-0050,Pure Silk Saree,CAT-001,Pcs,97,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0050,COMP-0050,Cotton Shirt,CAT-001,Pcs,83,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0050,COMP-0050,Jeans Pant,CAT-001,Pcs,23,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
