LineID,VoucherID,CompanyID,LineType,ItemID,Qty,Rate,Amount,LedgerID,LedgerDebit,LedgerCredit,Narration,CreatedDate,LastModifiedDate
VL-4602,VCH-2317,COMP-0043,Item,ITM-0009_COMP-0043,4,1500,6000,,0,0,,2024-04-19,2024-05-01
VL-4603,VCH-2317,COMP-0043,Item,ITM-0007_COMP-0043,3,10000,30000,,0,0,,2024-04-19,2024-05-01
VL-4604,VCH-2317,COMP-0043,Item,ITM-0004_COMP-0043,8,120000,960000,,0,0,,2024-04-19,2024-05-01
VL-4605,VCH-2318,COMP-0043,Ledger,,0,0,8384,LED-0430,8384,0,Expense booking,2024-06-08,2024-05-01
VL-4606,VCH-2318,COMP-0043,Ledger,,0,0,8384,LED-0422,0,8384,Payment,2024-06-08,2024-05-01
VL-4607,VCH-2319,COMP-0043,Item,ITM-0008_COMP-0043,2,900,1800,,0,0,,2024-06-24,2024-05-01
VL-4608,VCH-2319,COMP-0043,Item,ITM-0007_COMP-0043,6,10000,60000,,0,0,,2024-06-24,2024-05-01
VL-4609,VCH-2319,COMP-0043,Item,ITM-0003_COMP-0043,4,42000,168000,,0,0,,2024-06-24,2024-05-01
VL-4610,VCH-2320,COMP-0043,Item,ITM-0005_COMP-0043,1,55000,55000,,0,0,,2024-06-07,2024-05-01
VL-4611,VCH-2321,COMP-0043,Ledger,,0,0,10363,LED-0430,10363,0,Expense booking,2024-05-20,2024-05-01
VL-4612,VCH-2321,COMP-0043,Ledger,,0,0,10363,LED-0422,0,10363,Payment,2024-05-20,2024-05-01
VL-4613,VCH-2322,COMP-0043,Item,ITM-0004_COMP-0043,2,120000,240000,,0,0,,2024-05-21,2024-05-01
VL-4614,VCH-2322,COMP-0043,Item,ITM-0006_COMP-0043,3,3500,10500,,0,0,,2024-05-21,2024-05-01
VL-4615,VCH-2323,COMP-0043,Item,ITM-0006_COMP-0043,4,3500,14000,,0,0,,2024-06-02,2024-05-01
VL-4616,VCH-2323,COMP-0043,Item,ITM-0004_COMP-0043,8,120000,960000,,0,0,,2024-06-02,2024-05-01
VL-4617,VCH-2324,COMP-0044,Item,ITM-0008_COMP-0044,5,900,4500,,0,0,,2024-05-17,2024-05-01
VL-4618,VCH-2324,COMP-0044,Item,ITM-0007_COMP-0044,8,10000,80000,,0,0,,2024-05-17,2024-05-01
VL-4619,VCH-2325,COMP-0044,Item,ITM-0003_COMP-0044,5,42000,210000,,0,0,,2024-06-05,2024-05-01
VL-4620,VCH-2326,COMP-0044,Item,ITM-0001_COMP-0044,5,65000,325000,,0,0,,2024-06-13,2024-05-01
VL-4621,VCH-2327,COMP-0044,Item,ITM-0007_COMP-0044,3,10000,30000,,0,0,,2024-05-23,2024-05-01
VL-4622,VCH-2328,COMP-0044,Item,ITM-0006_COMP-0044,1,3500,3500,,0,0,,2024-06-12,2024-05-01
VL-4623,VCH-2328,COMP-0044,Item,ITM-0002_COMP-0044,7,55000,385000,,0,0,,2024-06-12,2024-05-01
VL-4624,VCH-2328,COMP-0044,Item,ITM-0008_COMP-0044,3,900,2700,,0,0,,2024-06-12,2024-05-01
VL-4625,VCH-2329,COMP-0044,Ledger,,0,0,21128,LED-0438,21128,0,Expense booking,2024-05-28,2024-05-01
VL-4626,VCH-2329,COMP-0044,Ledger,,0,0,21128,LED-0432,0,21128,Payment,2024-05-28,2024-05-01
VL-4627,VCH-2330,COMP-0044,Ledger,,0,0,15471,LED-0437,15471,0,Expense booking,2024-06-16,2024-05-01
VL-4628,VCH-2330,COMP-0044,Ledger,,0,0,15471,LED-0432,0,15471,Payment,2024-06-16,2024-05-01
VL-4629,VCH-2331,COMP-0044,Item,ITM-0005_COMP-0044,2,55000,110000,,0,0,,2024-06-18,2024-05-01
VL-4630,VCH-2331,COMP-0044,Item,ITM-0003_COMP-0044,3,42000,126000,,0,0,,2024-06-18,2024-05-01
VL-4631,VCH-2332,COMP-0044,Item,ITM-0006_COMP-0044,3,3500,10500,,0,0,,2024-06-13,2024-05-01
VL-4632,VCH-2332,COMP-0044,Item,ITM-0001_COMP-0044,4,65000,260000,,0,0,,2024-06-13,2024-05-01
VL-4633,VCH-2332,COMP-0044,Item,ITM-0002_COMP-0044,5,55000,275000,,0,0,,2024-06-13,2024-05-01
VL-4634,VCH-2333,COMP-0044,Item,ITM-0001_COMP-0044,8,65000,520000,,0,0,,2024-06-03,2024-05-01
VL-4635,VCH-2333,COMP-0044,Item,ITM-0005_COMP-0044,8,55000,440000,,0,0,,2024-06-03,2024-05-01
VL-4636,VCH-2333,COMP-0044,Item,ITM-0003_COMP-0044,3,42000,126000,,0,0,,2024-06-03,2024-05-01
VL-4637,VCH-2334,COMP-0044,Item,ITM-0001_COMP-0044,1,65000,65000,,0,0,,2024-05-18,2024-05-01
VL-4638,VCH-2334,COMP-0044,Item,ITM-0008_COMP-0044,4,900,3600,,0,0,,2024-05-18,2024-05-01
VL-4639,VCH-2335,COMP-0044,Item,ITM-0002_COMP-0044,5,55000,275000,,0,0,,2024-04-30,2024-05-01
VL-4640,VCH-2336,COMP-0044,Item,ITM-0004_COMP-0044,8,120000,960000,,0,0,,2024-05-28,2024-05-01
VL-4641,VCH-2337,COMP-0044,Ledger,,0,0,10113,LED-0437,10113,0,Expense booking,2024-06-22,2024-05-01
VL-4642,VCH-2337,COMP-0044,Ledger,,0,0,10113,LED-0432,0,10113,Payment,2024-06-22,2024-05-01
VL-4643,VCH-2338,COMP-0044,Item,ITM-0002_COMP-0044,8,55000,440000,,0,0,,2024-06-12,2024-05-01
VL-4644,VCH-2338,COMP-0044,Item,ITM-0007_COMP-0044,7,10000,70000,,0,0,,2024-06-12,2024-05-01
VL-4645,VCH-2339,COMP-0044,Item,ITM-0004_COMP-0044,7,120000,840000,,0,0,,2024-05-27,2024-05-01
VL-4646,VCH-2339,COMP-0044,Item,ITM-0003_COMP-0044,4,42000,168000,,0,0,,2024-05-27,2024-05-01
VL-4647,VCH-2340,COMP-0044,Item,ITM-0001_COMP-0044,1,65000,65000,,0,0,,2024-04-01,2024-05-01
VL-4648,VCH-2341,COMP-0044,Item,ITM-0003_COMP-0044,5,42000,210000,,0,0,,2024-06-26,2024-05-01
VL-4649,VCH-2341,COMP-0044,Item,ITM-0007_COMP-0044,4,10000,40000,,0,0,,2024-06-26,2024-05-01
VL-4650,VCH-2342,COMP-0044,Ledger,,0,0,11963,LED-0440,11963,0,Expense booking,2024-04-27,2024-05-01
VL-4651,VCH-2342,COMP-0044,Ledger,,0,0,11963,LED-0432,0,11963,Payment,2024-04-27,2024-05-01
VL-4652,VCH-2343,COMP-0044,Item,ITM-0009_COMP-0044,3,1500,4500,,0,0,,2024-05-28,2024-05-01
VL-4653,VCH-2344,COMP-0044,Item,ITM-0002_COMP-0044,7,55000,385000,,0,0,,2024-06-28,2024-05-01
VL-4654,VCH-2344,COMP-0044,Item,ITM-0004_COMP-0044,1,120000,120000,,0,0,,2024-06-28,2024-05-01
VL-4655,VCH-2345,COMP-0044,Item,ITM-0005_COMP-0044,3,55000,165000,,0,0,,2024-05-13,2024-05-01
VL-4656,VCH-2345,COMP-0044,Item,ITM-0007_COMP-0044,1,10000,10000,,0,0,,2024-05-13,2024-05-01
VL-4657,VCH-2345,COMP-0044,Item,ITM-0009_COMP-0044,6,1500,9000,,0,0,,2024-05-13,2024-05-01
VL-4658,VCH-2346,COMP-0044,Item,ITM-0002_COMP-0044,4,55000,220000,,0,0,,2024-05-24,2024-05-01
VL-4659,VCH-2347,COMP-0044,Item,ITM-0004_COMP-0044,6,120000,720000,,0,0,,2024-04-19,2024-05-01
VL-4660,VCH-2348,COMP-0044,Ledger,,0,0,5029,LED-0437,5029,0,Expense booking,2024-04-07,2024-05-01
VL-4661,VCH-2348,COMP-0044,Ledger,,0,0,5029,LED-0432,0,5029,Payment,2024-04-07,2024-05-01
VL-4662,VCH-2349,COMP-0044,Ledger,,0,0,14560,LED-0440,14560,0,Expense booking,2024-04-14,2024-05-01
VL-4663,VCH-2349,COMP-0044,Ledger,,0,0,14560,LED-0432,0,14560,Payment,2024-04-14,2024-05-01
VL-4664,VCH-2350,COMP-0044,Item,ITM-0001_COMP-0044,1,65000,65000,,0,0,,2024-04-15,2024-05-01
VL-4665,VCH-2350,COMP-0044,Item,ITM-0009_COMP-0044,5,1500,7500,,0,0,,2024-04-15,2024-05-01
VL-4666,VCH-2350,COMP-0044,Item,ITM-0002_COMP-0044,5,55000,275000,,0,0,,2024-04-15,2024-05-01
VL-4667,VCH-2351,COMP-0044,Item,ITM-0005_COMP-0044,4,55000,220000,,0,0,,2024-06-21,2024-05-01
VL-4668,VCH-2352,COMP-0044,Item,ITM-0006_COMP-0044,4,3500,14000,,0,0,,2024-04-09,2024-05-01
VL-4669,VCH-2352,COMP-0044,Item,ITM-0002_COMP-0044,6,55000,330000,,0,0,,2024-04-09,2024-05-01
VL-4670,VCH-2352,COMP-0044,Item,ITM-0009_COMP-0044,4,1500,6000,,0,0,,2024-04-09,2024-05-01
VL-4671,VCH-2353,COMP-0044,Item,ITM-0009_COMP-0044,8,1500,12000,,0,0,,2024-06-06,2024-05-01
VL-4672,VCH-2353,COMP-0044,Item,ITM-0004_COMP-0044,5,120000,600000,,0,0,,2024-06-06,2024-05-01
VL-4673,VCH-2354,COMP-0044,Item,ITM-0004_COMP-0044,1,120000,120000,,0,0,,2024-05-29,2024-05-01
VL-4674,VCH-2355,COMP-0044,Item,ITM-0009_COMP-0044,7,1500,10500,,0,0,,2024-06-19,2024-05-01
VL-4675,VCH-2355,COMP-0044,Item,ITM-0006_COMP-0044,5,3500,17500,,0,0,,2024-06-19,2024-05-01
VL-4676,VCH-2356,COMP-0044,Item,ITM-0005_COMP-0044,1,55000,55000,,0,0,,2024-05-28,2024-05-01
VL-4677,VCH-2356,COMP-0044,Item,ITM-0001_COMP-0044,3,65000,195000,,0,0,,2024-05-28,2024-05-01
VL-4678,VCH-2356,COMP-0044,Item,ITM-0008_COMP-0044,8,900,7200,,0,0,,2024-05-28,2024-05-01
VL-4679,VCH-2357,COMP-0044,Item,ITM-0009_COMP-0044,2,1500,3000,,0,0,,2024-06-24,2024-05-01
VL-4680,VCH-2357,COMP-0044,Item,ITM-0004_COMP-0044,7,120000,840000,,0,0,,2024-06-24,2024-05-01
VL-4681,VCH-2357,COMP-0044,Item,ITM-0008_COMP-0044,2,900,1800,,0,0,,2024-06-24,2024-05-01
VL-4682,VCH-2358,COMP-0044,Item,ITM-0009_COMP-0044,2,1500,3000,,0,0,,2024-04-14,2024-05-01
VL-4683,VCH-2358,COMP-0044,Item,ITM-0007_COMP-0044,2,10000,20000,,0,0,,2024-04-14,2024-05-01
VL-4684,VCH-2359,COMP-0044,Item,ITM-0006_COMP-0044,4,3500,14000,,0,0,,2024-06-12,2024-05-01
VL-4685,VCH-2359,COMP-0044,Item,ITM-0004_COMP-0044,3,120000,360000,,0,0,,2024-06-12,2024-05-01
VL-4686,VCH-2360,COMP-0044,Item,ITM-0006_COMP-0044,4,3500,14000,,0,0,,2024-05-23,2024-05-01
VL-4687,VCH-2360,COMP-0044,Item,ITM-0001_COMP-0044,6,65000,390000,,0,0,,2024-05-23,2024-05-01
VL-4688,VCH-2360,COMP-0044,Item,ITM-0003_COMP-0044,4,42000,168000,,0,0,,2024-05-23,2024-05-01
VL-4689,VCH-2361,COMP-0044,Item,ITM-0006_COMP-0044,7,3500,24500,,0,0,,2024-05-03,2024-05-01
VL-4690,VCH-2362,COMP-0044,Item,ITM-0006_COMP-0044,4,3500,14000,,0,0,,2024-05-12,2024-05-01
VL-4691,VCH-2362,COMP-0044,Item,ITM-0004_COMP-0044,4,120000,480000,,0,0,,2024-05-12,2024-05-01
VL-4692,VCH-2362,COMP-0044,Item,ITM-0003_COMP-0044,3,42000,126000,,0,0,,2024-05-12,2024-05-01
VL-4693,VCH-2363,COMP-0044,Item,ITM-0003_COMP-0044,8,42000,336000,,0,0,,2024-05-07,2024-05-01
VL-4694,VCH-2363,COMP-0044,Item,ITM-0002_COMP-0044,6,55000,330000,,0,0,,2024-05-07,2024-05-01
VL-4695,VCH-2363,COMP-0044,Item,ITM-0004_COMP-0044,1,120000,120000,,0,0,,2024-05-07,2024-05-01
VL-4696,VCH-2364,COMP-0044,Item,ITM-0007_COMP-0044,8,10000,80000,,0,0,,2024-04-09,2024-05-01
VL-4697,VCH-2364,COMP-0044,Item,ITM-0009_COMP-0044,4,1500,6000,,0,0,,2024-04-09,2024-05-01
VL-4698,VCH-2365,COMP-0044,Ledger,,0,0,11632,LED-0437,11632,0,Expense booking,2024-04-01,2024-05-01
VL-4699,VCH-2365,COMP-0044,Ledger,,0,0,11632,LED-0432,0,11632,Payment,2024-04-01,2024-05-01
VL-4700,VCH-2366,COMP-0044,Ledger,,0,0,16172,LED-0438,16172,0,Expense booking,2024-04-20,2024-05-01
VL-4701,VCH-2366,COMP-0044,Ledger,,0,0,16172,LED-0432,0,16172,Payment,2024-04-20,2024-05-01
VL-4702,VCH-2367,COMP-0044,Ledger,,0,0,20139,LED-0438,20139,0,Expense booking,2024-04-21,2024-05-01
VL-4703,VCH-2367,COMP-0044,Ledger,,0,0,20139,LED-0432,0,20139,Payment,2024-04-21,2024-05-01
VL-4704,VCH-2368,COMP-0044,Ledger,,0,0,19090,LED-0438,19090,0,Expense booking,2024-06-01,2024-05-01
VL-4705,VCH-2368,COMP-0044,Ledger,,0,0,19090,LED-0432,0,19090,Payment,2024-06-01,2024-05-01
VL-4706,VCH-2369,COMP-0044,Item,ITM-0001_COMP-0044,6,65000,390000,,0,0,,2024-05-03,2024-05-01
VL-4707,VCH-2369,COMP-0044,Item,ITM-0003_COMP-0044,3,42000,126000,,0,0,,2024-05-03,2024-05-01
VL-4708,VCH-2370,COMP-0044,Item,ITM-0002_COMP-0044,1,55000,55000,,0,0,,2024-06-06,2024-05-01
VL-4709,VCH-2370,COMP-0044,Item,ITM-0004_COMP-0044,8,120000,960000,,0,0,,2024-06-06,2024-05-01
VL-4710,VCH-2371,COMP-0044,Ledger,,0,0,5250,LED-0440,5250,0,Expense booking,2024-04-25,2024-05-01
VL-4711,VCH-2371,COMP-0044,Ledger,,0,0,5250,LED-0432,0,5250,Payment,2024-04-25,2024-05-01
VL-4712,VCH-2372,COMP-0044,Ledger,,0,0,5261,LED-0440,5261,0,Expense booking,2024-04-17,2024-05-01
VL-4713,VCH-2372,COMP-0044,Ledger,,0,0,5261,LED-0432,0,5261,Payment,2024-04-17,2024-05-01
VL-4714,VCH-2373,COMP-0044,Item,ITM-0008_COMP-0044,8,900,7200,,0,0,,2024-04-29,2024-05-01
VL-4715,VCH-2374,COMP-0044,Item,ITM-0002_COMP-0044,5,55000,275000,,0,0,,2024-05-31,2024-05-01
VL-4716,VCH-2375,COMP-0044,Item,ITM-0008_COMP-0044,1,900,900,,0,0,,2024-04-18,2024-05-01
VL-4717,VCH-2375,COMP-0044,Item,ITM-0007_COMP-0044,1,10000,10000,,0,0,,2024-04-18,2024-05-01
VL-4718,VCH-2375,COMP-0044,Item,ITM-0002_COMP-0044,1,55000,55000,,0,0,,2024-04-18,2024-05-01
VL-4719,VCH-2376,COMP-0044,Ledger,,0,0,9798,LED-0437,9798,0,Expense booking,2024-05-27,2024-05-01
VL-4720,VCH-2376,COMP-0044,Ledger,,0,0,9798,LED-0432,0,9798,Payment,2024-05-27,2024-05-01
VL-4721,VCH-2377,COMP-0044,Ledger,,0,0,14131,LED-0438,14131,0,Expense booking,2024-04-07,2024-05-01
VL-4722,VCH-2377,COMP-0044,Ledger,,0,0,14131,LED-0432,0,14131,Payment,2024-04-07,2024-05-01
VL-4723,VCH-2378,COMP-0044,Item,ITM-0004_COMP-0044,6,120000,720000,,0,0,,2024-04-25,2024-05-01
VL-4724,VCH-2378,COMP-0044,Item,ITM-0001_COMP-0044,8,65000,520000,,0,0,,2024-04-25,2024-05-01
VL-4725,VCH-2379,COMP-0044,Item,ITM-0007_COMP-0044,2,10000,20000,,0,0,,2024-06-28,2024-05-01
VL-4726,VCH-2380,COMP-0044,Item,ITM-0002_COMP-0044,6,55000,330000,,0,0,,2024-06-26,2024-05-01
VL-4727,VCH-2380,COMP-0044,Item,ITM-0007_COMP-0044,7,10000,70000,,0,0,,2024-06-26,2024-05-01
VL-4728,VCH-2381,COMP-0044,Ledger,,0,0,18193,LED-0440,18193,0,Expense booking,2024-05-15,2024-05-01
VL-4729,VCH-2381,COMP-0044,Ledger,,0,0,18193,LED-0432,0,18193,Payment,2024-05-15,2024-05-01
VL-4730,VCH-2382,COMP-0044,Item,ITM-0007_COMP-0044,5,10000,50000,,0,0,,2024-05-23,2024-05-01
VL-4731,VCH-2382,COMP-0044,Item,ITM-0004_COMP-0044,5,120000,600000,,0,0,,2024-05-23,2024-05-01
VL-4732,VCH-2382,COMP-0044,Item,ITM-0002_COMP-0044,1,55000,55000,,0,0,,2024-05-23,2024-05-01
VL-4733,VCH-2383,COMP-0044,Item,ITM-0003_COMP-0044,5,42000,210000,,0,0,,2024-04-03,2024-05-01
VL-4734,VCH-2384,COMP-0044,Ledger,,0,0,17447,LED-0439,17447,0,Expense booking,2024-04-18,2024-05-01
VL-4735,VCH-2384,COMP-0044,Ledger,,0,0,17447,LED-0432,0,17447,Payment,2024-04-18,2024-05-01
VL-4736,VCH-2385,COMP-0044,Ledger,,0,0,11563,LED-0438,11563,0,Expense booking,2024-04-26,2024-05-01
VL-4737,VCH-2385,COMP-0044,Ledger,,0,0,11563,LED-0432,0,11563,Payment,2024-04-26,2024-05-01
VL-4738,VCH-2386,COMP-0044,Ledger,,0,0,23987,LED-0437,23987,0,Expense booking,2024-04-17,2024-05-01
VL-4739,VCH-2386,COMP-0044,Ledger,,0,0,23987,LED-0432,0,23987,Payment,2024-04-17,2024-05-01
VL-4740,VCH-2387,COMP-0044,Item,ITM-0001_COMP-0044,6,65000,390000,,0,0,,2024-05-04,2024-05-01
VL-4741,VCH-2387,COMP-0044,Item,ITM-0008_COMP-0044,5,900,4500,,0,0,,2024-05-04,2024-05-01
VL-4742,VCH-2387,COMP-0044,Item,ITM-0009_COMP-0044,8,1500,12000,,0,0,,2024-05-04,2024-05-01
VL-4743,VCH-2388,COMP-0044,Item,ITM-0006_COMP-0044,8,3500,28000,,0,0,,2024-06-25,2024-05-01
VL-4744,VCH-2389,COMP-0044,Item,ITM-0001_COMP-0044,1,65000,65000,,0,0,,2024-06-21,2024-05-01
VL-4745,VCH-2389,COMP-0044,Item,ITM-0002_COMP-0044,2,55000,110000,,0,0,,2024-06-21,2024-05-01
VL-4746,VCH-2390,COMP-0044,Ledger,,0,0,9960,LED-0440,9960,0,Expense booking,2024-05-21,2024-05-01
VL-4747,VCH-2390,COMP-0044,Ledger,,0,0,9960,LED-0432,0,9960,Payment,2024-05-21,2024-05-01
VL-4748,VCH-2391,COMP-0044,Item,ITM-0007_COMP-0044,6,10000,60000,,0,0,,2024-04-02,2024-05-01
VL-4749,VCH-2392,COMP-0044,Item,ITM-0005_COMP-0044,8,55000,440000,,0,0,,2024-06-11,2024-05-01
VL-4750,VCH-2392,COMP-0044,Item,ITM-0008_COMP-0044,4,900,3600,,0,0,,2024-06-11,2024-05-01
VL-4751,VCH-2392,COMP-0044,Item,ITM-0003_COMP-0044,4,42000,168000,,0,0,,2024-06-11,2024-05-01
VL-4752,VCH-2393,COMP-0044,Item,ITM-0004_COMP-0044,2,120000,240000,,0,0,,2024-05-11,2024-05-01
VL-4753,VCH-2393,COMP-0044,Item,ITM-0006_COMP-0044,3,3500,10500,,0,0,,2024-05-11,2024-05-01
VL-4754,VCH-2393,COMP-0044,Item,ITM-0009_COMP-0044,2,1500,3000,,0,0,,2024-05-11,2024-05-01
VL-4755,VCH-2394,COMP-0045,Item,ITM-0005_COMP-0045,7,55000,385000,,0,0,,2024-06-13,2024-05-01
VL-4756,VCH-2395,COMP-0045,Ledger,,0,0,21559,LED-0450,21559,0,Expense booking,2024-05-02,2024-05-01
VL-4757,VCH-2395,COMP-0045,Ledger,,0,0,21559,LED-0442,0,21559,Payment,2024-05-02,2024-05-01
VL-4758,VCH-2396,COMP-0045,Item,ITM-0004_COMP-0045,4,120000,480000,,0,0,,2024-06-21,2024-05-01
VL-4759,VCH-2396,COMP-0045,Item,ITM-0003_COMP-0045,2,42000,84000,,0,0,,2024-06-21,2024-05-01
VL-4760,VCH-2396,COMP-0045,Item,ITM-0001_COMP-0045,8,65000,520000,,0,0,,2024-06-21,2024-05-01
VL-4761,VCH-2397,COMP-0045,Item,ITM-0006_COMP-0045,3,3500,10500,,0,0,,2024-06-28,2024-05-01
VL-4762,VCH-2397,COMP-0045,Item,ITM-0003_COMP-0045,5,42000,210000,,0,0,,2024-06-28,2024-05-01
VL-4763,VCH-2398,COMP-0045,Item,ITM-0003_COMP-0045,3,42000,126000,,0,0,,2024-05-21,2024-05-01
VL-4764,VCH-2398,COMP-0045,Item,ITM-0008_COMP-0045,5,900,4500,,0,0,,2024-05-21,2024-05-01
VL-4765,VCH-2398,COMP-0045,Item,ITM-0006_COMP-0045,1,3500,3500,,0,0,,2024-05-21,2024-05-01
VL-4766,VCH-2399,COMP-0045,Ledger,,0,0,9628,LED-0447,9628,0,Expense booking,2024-04-06,2024-05-01
VL-4767,VCH-2399,COMP-0045,Ledger,,0,0,9628,LED-0442,0,9628,Payment,2024-04-06,2024-05-01
VL-4768,VCH-2400,COMP-0045,Item,ITM-0005_COMP-0045,7,55000,385000,,0,0,,2024-06-09,2024-05-01
VL-4769,VCH-2401,COMP-0045,Item,ITM-0009_COMP-0045,6,1500,9000,,0,0,,2024-04-03,2024-05-01
VL-4770,VCH-2402,COMP-0045,Item,ITM-0002_COMP-0045,4,55000,220000,,0,0,,2024-05-06,2024-05-01
VL-4771,VCH-2402,COMP-0045,Item,ITM-0007_COMP-0045,1,10000,10000,,0,0,,2024-05-06,2024-05-01
VL-4772,VCH-2403,COMP-0045,Item,ITM-0006_COMP-0045,7,3500,24500,,0,0,,2024-06-22,2024-05-01
VL-4773,VCH-2404,COMP-0045,Ledger,,0,0,17497,LED-0448,17497,0,Expense booking,2024-06-23,2024-05-01
VL-4774,VCH-2404,COMP-0045,Ledger,,0,0,17497,LED-0442,0,17497,Payment,2024-06-23,2024-05-01
VL-4775,VCH-2405,COMP-0045,Item,ITM-0001_COMP-0045,1,65000,65000,,0,0,,2024-04-02,2024-05-01
VL-4776,VCH-2406,COMP-0045,Ledger,,0,0,24288,LED-0448,24288,0,Expense booking,2024-06-07,2024-05-01
VL-4777,VCH-2406,COMP-0045,Ledger,,0,0,24288,LED-0442,0,24288,Payment,2024-06-07,2024-05-01
VL-4778,VCH-2407,COMP-0045,Item,ITM-0001_COMP-0045,5,65000,325000,,0,0,,2024-04-09,2024-05-01
VL-4779,VCH-2408,COMP-0045,Ledger,,0,0,10684,LED-0448,10684,0,Expense booking,2024-06-08,2024-05-01
VL-4780,VCH-2408,COMP-0045,Ledger,,0,0,10684,LED-0442,0,10684,Payment,2024-06-08,2024-05-01
VL-4781,VCH-2409,COMP-0045,Item,ITM-0006_COMP-0045,3,3500,10500,,0,0,,2024-05-13,2024-05-01
VL-4782,VCH-2410,COMP-0045,Item,ITM-0005_COMP-0045,4,55000,220000,,0,0,,2024-06-19,2024-05-01
VL-4783,VCH-2411,COMP-0045,Item,ITM-0004_COMP-0045,7,120000,840000,,0,0,,2024-06-21,2024-05-01
VL-4784,VCH-2412,COMP-0045,Item,ITM-0002_COMP-0045,7,55000,385000,,0,0,,2024-05-21,2024-05-01
VL-4785,VCH-2412,COMP-0045,Item,ITM-0003_COMP-0045,2,42000,84000,,0,0,,2024-05-21,2024-05-01
VL-4786,VCH-2412,COMP-0045,Item,ITM-0009_COMP-0045,6,1500,9000,,0,0,,2024-05-21,2024-05-01
VL-4787,VCH-2413,COMP-0045,Item,ITM-0005_COMP-0045,1,55000,55000,,0,0,,2024-06-13,2024-05-01
VL-4788,VCH-2413,COMP-0045,Item,ITM-0008_COMP-0045,6,900,5400,,0,0,,2024-06-13,2024-05-01
VL-4789,VCH-2413,COMP-0045,Item,ITM-0007_COMP-0045,4,10000,40000,,0,0,,2024-06-13,2024-05-01
VL-4790,VCH-2414,COMP-0045,Ledger,,0,0,7892,LED-0447,7892,0,Expense booking,2024-04-10,2024-05-01
VL-4791,VCH-2414,COMP-0045,Ledger,,0,0,7892,LED-0442,0,7892,Payment,2024-04-10,2024-05-01
VL-4792,VCH-2415,COMP-0045,Item,ITM-0004_COMP-0045,7,120000,840000,,0,0,,2024-05-15,2024-05-01
VL-4793,VCH-2415,COMP-0045,Item,ITM-0001_COMP-0045,8,65000,520000,,0,0,,2024-05-15,2024-05-01
VL-4794,VCH-2415,COMP-0045,Item,ITM-0007_COMP-0045,4,10000,40000,,0,0,,2024-05-15,2024-05-01
VL-4795,VCH-2416,COMP-0045,Item,ITM-0003_COMP-0045,2,42000,84000,,0,0,,2024-06-17,2024-05-01
VL-4796,VCH-2416,COMP-0045,Item,ITM-0002_COMP-0045,5,55000,275000,,0,0,,2024-06-17,2024-05-01
VL-4797,VCH-2417,COMP-0045,Item,ITM-0007_COMP-0045,1,10000,10000,,0,0,,2024-04-18,2024-05-01
VL-4798,VCH-2417,COMP-0045,Item,ITM-0006_COMP-0045,2,3500,7000,,0,0,,2024-04-18,2024-05-01
VL-4799,VCH-2418,COMP-0045,Ledger,,0,0,18996,LED-0450,18996,0,Expense booking,2024-05-22,2024-05-01
VL-4800,VCH-2418,COMP-0045,Ledger,,0,0,18996,LED-0442,0,18996,Payment,2024-05-22,2024-05-01
VL-4801,VCH-2419,COMP-0045,Ledger,,0,0,21681,LED-0450,21681,0,Expense booking,2024-06-28,2024-05-01
VL-4802,VCH-2419,COMP-0045,Ledger,,0,0,21681,LED-0442,0,21681,Payment,2024-06-28,2024-05-01
VL-4803,VCH-2420,COMP-0045,Item,ITM-0009_COMP-0045,4,1500,6000,,0,0,,2024-06-01,2024-05-01
VL-4804,VCH-2420,COMP-0045,Item,ITM-0004_COMP-0045,7,120000,840000,,0,0,,2024-06-01,2024-05-01
VL-4805,VCH-2420,COMP-0045,Item,ITM-0008_COMP-0045,6,900,5400,,0,0,,2024-06-01,2024-05-01
VL-4806,VCH-2421,COMP-0045,Item,ITM-0003_COMP-0045,3,42000,126000,,0,0,,2024-04-04,2024-05-01
VL-4807,VCH-2421,COMP-0045,Item,ITM-0008_COMP-0045,3,900,2700,,0,0,,2024-04-04,2024-05-01
VL-4808,VCH-2421,COMP-0045,Item,ITM-0004_COMP-0045,3,120000,360000,,0,0,,2024-04-04,2024-05-01
VL-4809,VCH-2422,COMP-0045,Item,ITM-0009_COMP-0045,4,1500,6000,,0,0,,2024-05-25,2024-05-01
VL-4810,VCH-2422,COMP-0045,Item,ITM-0001_COMP-0045,8,65000,520000,,0,0,,2024-05-25,2024-05-01
VL-4811,VCH-2422,COMP-0045,Item,ITM-0005_COMP-0045,7,55000,385000,,0,0,,2024-05-25,2024-05-01
VL-4812,VCH-2423,COMP-0045,Ledger,,0,0,15645,LED-0448,15645,0,Expense booking,2024-04-11,2024-05-01
VL-4813,VCH-2423,COMP-0045,Ledger,,0,0,15645,LED-0442,0,15645,Payment,2024-04-11,2024-05-01
VL-4814,VCH-2424,COMP-0045,Item,ITM-0001_COMP-0045,4,65000,260000,,0,0,,2024-04-24,2024-05-01
VL-4815,VCH-2424,COMP-0045,Item,ITM-0008_COMP-0045,6,900,5400,,0,0,,2024-04-24,2024-05-01
VL-4816,VCH-2424,COMP-0045,Item,ITM-0003_COMP-0045,2,42000,84000,,0,0,,2024-04-24,2024-05-01
VL-4817,VCH-2425,COMP-0045,Item,ITM-0008_COMP-0045,7,900,6300,,0,0,,2024-04-18,2024-05-01
